"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"45",42.27,43.07,42.18,42.77,3405300,38.691862
"46",42.689999,43.25,42.169998,42.200001,2341200,38.176212
"47",41.919998,42.860001,41.740002,42.540001,1992300,38.483793
"48",43.080002,44.610001,42.880001,44.52,3244600,40.274999
"49",44.450001,45.060001,44.049999,44.720001,3054000,40.455929
"50",44.439999,44.77,43.419998,43.450001,2655600,39.307024
"51",43.040001,43.369999,42.279999,43.130001,2763400,39.017536
"52",43.150002,43.619999,43.040001,43.209999,1925600,39.089906
"53",42.529999,43.240002,42.18,42.189999,3842600,38.167164
"54",41.970001,42.77,40.790001,42.560001,3499900,38.501886
"55",42.860001,43.09,42,42.189999,2573500,38.167164
"56",42.549999,43.720001,41.84,43.709999,2829100,39.542231
"57",43.470001,43.810001,43.169998,43.23,3183900,39.108
"58",42.66,43.709999,42.650002,43.580002,3415000,39.424629
"59",44.209999,45.810001,44.209999,45.75,4046200,41.387717
"60",45.639999,46.220001,45.630001,46.169998,2725600,41.767668
"61",46.639999,47.27,46.419998,47.220001,3110100,42.717553
"62",46.700001,46.93,46.049999,46.439999,2330300,42.011924
"63",46.529999,47.619999,46.48,46.990002,1752300,42.509484
"64",47.779999,47.889999,46.900002,47.23,1960900,42.726598
"65",47.360001,47.360001,46.740002,47.209999,1779500,42.708505
"66",47.98,48.209999,47.799999,48.200001,2292400,43.604109
"67",47.939999,48.279999,47.580002,47.790001,2177500,43.233203
"68",47.290001,47.599998,47.150002,47.41,3036300,42.889435
"69",47.27,47.66,46.98,47.360001,2030300,42.844204
"70",47.740002,48.049999,47.43,47.619999,2332100,43.079411
"71",47.860001,48.509998,47.720001,48.380001,1617200,43.766946
"72",48.200001,48.549999,47.77,47.93,2217600,43.359853
"73",47.650002,48.23,46.5,46.52,2956100,42.084298
"74",46,46.490002,45.759998,45.849998,2627000,41.478181
"75",46.41,47.419998,46.400002,47.240002,1924500,42.735647
"76",47.23,47.419998,46.759998,47.07,1660500,42.581854
"77",47.400002,47.77,46.470001,47.689999,1939200,43.142736
"78",47.400002,48.110001,47.169998,47.919998,2114800,43.350805
"79",48.369999,48.799999,47.330002,47.330002,3130700,42.817065
"80",47.82,48.080002,47.130001,47.759998,1905200,43.206061
"81",47.59,48.060001,47.029999,47.869999,2416100,43.305573
"82",48.32,49.720001,47.549999,49.48,2882200,44.76206
"83",49.439999,50.169998,49.18,50.16,2589500,45.377222
"84",50.18,50.639999,49.709999,50,2220600,45.232478
"85",49.75,50.169998,49.169998,49.93,3071800,45.169153
"86",49.880001,50.009998,49.459999,49.700001,1748500,44.961084
"87",49.580002,50.02,49.189999,49.959999,2070100,45.196291
"88",50.23,50.790001,49.959999,50.130001,2403700,45.350083
"89",49.919998,50.639999,49.630001,50.240002,2236100,45.449595
"90",50.650002,50.73,49.630001,49.93,2760200,45.169153
"91",50.009998,51.450001,49.77,51.400002,1568800,46.498989
"92",50.73,51.700001,50.360001,50.650002,2486200,45.820501
"93",50.689999,51.669998,50.599998,51.25,1776100,46.36329
"94",51.619999,52.099998,50.950001,51.34,1806400,46.444708
"95",51.5,51.889999,50.91,51.02,1832900,46.155221
"96",51.57,51.91,51.09,51.189999,1684600,46.30901
"97",51.02,51.23,50.529999,50.57,1903500,45.748128
"98",50.119999,51.130001,50.049999,50.849998,2068000,46.001429
"99",52.529999,53.860001,52.419998,53.43,3633800,48.335426
"100",53.369999,53.439999,51.669998,51.689999,2870300,46.761334
"101",51.709999,51.990002,51.07,51.380001,2267100,46.480895
"102",51.91,52.419998,51.860001,52.290001,1568900,47.304126
"103",52.32,52.380001,51.41,52.189999,1826100,47.213659
"104",52.799999,53.790001,52.560001,53.73,2070300,48.775044
"105",53.82,55.060001,53.619999,55.02,2116500,49.946082
"106",54.93,54.990002,54.07,54.450001,1954100,49.428647
"107",54.509998,54.709999,53.240002,53.48,1959400,48.548099
"108",53.419998,54.150002,53,54.09,1409900,49.101846
"109",53.419998,54.060001,53.18,53.709999,1151300,48.756888
"110",53.299999,53.439999,52.330002,52.93,1239600,48.04882
"111",53.169998,53.540001,52.540001,52.599998,1361400,47.749251
"112",52.16,52.389999,51.169998,51.720001,2245700,46.950407
"113",51.849998,51.98,51.290001,51.48,1465400,46.732538
"114",52.220001,53.060001,52.07,52.59,1232500,47.740175
"115",52.450001,52.650002,51.98,52.41,1296400,47.576774
"116",52.200001,52.360001,51.639999,51.98,1492900,47.186428
"117",51.279999,51.529999,50.919998,51.290001,1995800,46.560061
"118",51.32,52.25,51.32,52.200001,1330200,47.386141
"119",51.59,52.189999,51.34,51.810001,564700,47.032107
"120",51.400002,52.740002,50.619999,52.529999,2147500,47.685707
"121",51.810001,52.310001,51.709999,51.84,2428100,47.05934
"122",52.700001,53.119999,52.529999,52.98,1269800,48.094209
"123",52.939999,53.860001,52.73,53.709999,2153600,48.756888
"124",53.41,54.240002,53.139999,54.139999,2171500,49.147234
"125",53.950001,54.110001,53.650002,53.98,1487600,49.001989
"126",54.580002,55,54.34,54.68,2303000,49.637436
"127",54.830002,55.380001,54.419998,55.349998,2068100,50.245648
"128",55.860001,57,55.279999,55.880001,1762800,50.726774
"129",56.060001,56.060001,55.439999,55.669998,2062800,50.536137
"130",56,56.369999,55.360001,55.869999,1873700,50.717694
"131",55.919998,55.970001,54.830002,55.119999,1571300,50.036858
"132",55.029999,55.720001,55.029999,55.09,1517200,50.009626
"133",55.049999,55.849998,54.880001,55.740002,2281500,50.599685
"134",55.470001,55.68,55.16,55.200001,2604100,50.109483
"135",55.470001,55.470001,54.689999,54.900002,1623600,49.837149
"136",55.279999,57.669998,55.080002,57.610001,4444500,52.297233
"137",57.540001,57.990002,57.330002,57.959999,1770200,52.614955
"138",57.720001,57.939999,57.419998,57.73,1472500,52.406166
"139",57.360001,57.869999,57.32,57.740002,889300,52.415246
"140",57.73,58.130001,57.549999,57.759998,931900,52.433398
"141",57.860001,58.169998,57.73,57.970001,1061000,52.624035
"142",57.93,58.169998,57.549999,57.669998,1682900,52.351698
"143",57.509998,57.639999,57.16,57.549999,1434900,52.242765
"144",58.220001,59.560001,58.209999,59.34,2364900,53.867693
"145",59.41,59.560001,58.529999,58.939999,2306300,53.50458
"146",58.740002,59.959999,58.580002,59.889999,1867200,54.366972
"147",59.82,60.32,59.619999,60.080002,1474300,54.539452
"148",60.299999,60.639999,59.41,60.259998,1831700,54.70285
"149",59.849998,60.23,59.150002,60.009998,1477800,54.475904
"150",60.220001,60.919998,60.009998,60.860001,2233100,55.24752
"151",61.389999,61.82,60.849998,61.099998,1815800,55.465385
"152",61.220001,61.59,60.16,60.529999,2007900,54.947951
"153",60.509998,60.939999,59.970001,60.880001,2183700,55.265676
"154",60.970001,61.119999,60.650002,61,1673300,55.374609
"155",60.720001,60.880001,59.759998,59.91,1338600,54.385128
"156",59.93,60.349998,59.130001,59.619999,1183300,54.121871
"157",59.970001,60.799999,59.970001,60.360001,1217900,54.79363
"158",60.209999,61.259998,59.990002,61,1192100,55.374609
"159",60.73,61.130001,60.119999,61.110001,1522700,55.474465
"160",61.25,61.799999,60.91,61.07,1290000,55.438153
"161",61.34,62.560001,61.259998,62.490002,1355400,56.727203
"162",62.32,62.740002,60.279999,60.310001,1651200,54.748241
"163",60.689999,62.09,60.459999,61.650002,1740200,55.964667
"164",62.18,63.009998,62.150002,62.919998,1591200,57.117545
"165",61.889999,62.75,61.720001,62.470001,2052700,56.709047
"166",58.799999,59.27,57.290001,58.18,8080000,52.814668
"167",57.959999,58.290001,57.77,58.080002,3521700,52.723891
"168",58.130001,58.91,58.080002,58.700001,3048600,53.286714
"169",58.5,60.279999,58.5,60.139999,3761200,54.593917
"170",59.82,61.900002,59.75,61.209999,3758500,55.732047
"171",60.52,61.919998,59.849998,61.889999,2074200,56.351191
"172",62.48,64.010002,62.32,63.869999,3233500,58.153991
"173",63.84,64.800003,63.639999,64.290001,3896700,58.536405
"174",63.810001,64.459999,63.25,63.400002,2348400,57.726056
"175",63.810001,64.510002,63.77,64.360001,1760700,58.600141
"176",64.269997,64.480003,63.610001,64.290001,1578300,58.536405
"177",64.370003,65.120003,64.010002,64.730003,1494900,58.93703
"178",63.709999,64.209999,62.66,63.130001,1853000,57.480219
"179",63.16,63.75,62.27,63.310001,2190400,57.64411
"180",63.139999,63.849998,62.099998,63.299999,1944200,57.635003
"181",63.759998,64,62.970001,63.52,1431100,57.835316
"182",63.84,64,62.849998,63.32,1485200,57.653214
"183",63.639999,64,62.110001,62.740002,1702700,57.125122
"184",62.68,62.91,61.549999,61.799999,1719200,56.269245
"185",62.43,64.199997,62.43,64,1927800,58.272358
"186",63.66,63.82,62.439999,63.27,1991500,57.607689
"187",63.540001,64.139999,62.470001,62.689999,1600100,57.079594
"188",62.73,63.849998,62.41,63.490002,1775400,57.808002
"189",63.34,63.689999,62.07,62.209999,2174700,56.642552
"190",61.389999,62.419998,60.59,61.700001,2297600,56.178196
"191",61.509998,62.360001,61.07,62.18,1462400,56.615238
"192",61.68,61.790001,60.310001,61.560001,1923800,56.050726
"193",59.16,60.279999,58.75,59.950001,3071400,54.584811
"194",59.82,60.07,57.970001,58.630001,2638200,53.382944
"195",59.799999,60.380001,59.369999,59.830002,1984500,54.475551
"196",60.849998,61.59,60.41,61.220001,2423100,55.741154
"197",62.18,62.189999,61.080002,61.18,2264400,55.704732
"198",61.049999,61.119999,59.48,59.5,3288000,54.175083
"199",59.099998,60.110001,58.639999,59.740002,2782700,54.393606
"200",60.029999,60.299999,59.209999,60.259998,1920100,54.867065
"201",60.259998,61.119999,60.009998,60.860001,1875000,55.413371
"202",60.77,61.400002,60.639999,60.939999,1520700,55.48621
"203",60.779999,61.240002,60.650002,61.200001,1783900,55.722943
"204",61.610001,61.849998,61.279999,61.400002,1555000,55.905045
"205",61.330002,61.470001,60.959999,61.080002,1473600,55.613683
"206",61.630001,62.529999,61.48,62.48,1676500,56.888389
"207",62.419998,62.950001,62.360001,62.619999,1186600,57.015859
"208",62.369999,62.490002,61.68,62.02,1073000,56.469557
"209",62.369999,62.540001,61.380001,61.52,1493300,56.014304
"210",61.57,63.66,61.529999,63.07,2918700,57.425587
"211",63.5,63.779999,62.700001,62.93,1216000,57.298117
"212",62.84,63.450001,62.119999,62.41,1168300,56.824654
"213",62.099998,62.759998,61.759998,62.049999,1537900,56.496871
"214",62.470001,62.919998,61.48,61.84,1054400,56.305666
"215",61.529999,61.73,61.189999,61.419998,1072800,55.923252
"216",61.75,61.939999,61.110001,61.610001,1311100,56.09625
"217",60.779999,61.639999,60.470001,61.34,2178500,55.850413
"218",61.400002,61.810001,60.91,61.209999,1165900,55.732047
"219",62.150002,62.52,61.77,62.299999,1176600,56.724498
"220",62.43,63.610001,62.150002,63.52,1381700,57.835316
"221",63.400002,63.540001,62.18,62.619999,1342700,57.015859
"222",60.720001,62.099998,60.400002,60.880001,4100000,55.431581
"223",61.130001,61.23,59.830002,61.040001,2632200,55.577262
"224",61.099998,62.400002,61,62.169998,1945800,56.606131
"225",62.200001,62.389999,61.700001,62.060001,1587900,56.505978
"226",62.369999,62.52,61.610001,61.73,1378200,56.20551
"227",61.279999,61.759998,60.849998,61.709999,1339200,56.187299
"228",61.189999,61.439999,59.810001,60.490002,2309500,55.282531
"229",59.990002,60.619999,59.740002,60.060001,1878400,54.889549
"230",60.560001,61.700001,60.560001,61.200001,2704800,55.931408
"231",61.509998,62.009998,61.200001,61.919998,1683100,56.589422
"232",62.049999,63.330002,61.990002,63.029999,2270100,57.603865
"233",62.75,63.68,62.220001,62.509998,1738000,57.12863
"234",62.43,63.400002,62.009998,63.360001,1900000,57.905457
"235",63.290001,63.459999,61.919998,62.400002,1916400,57.028103
"236",62.18,62.830002,61.880001,61.970001,1123100,56.63512
"237",61.849998,61.880001,60.66,61.5,1814300,56.205581
"238",61.580002,62.990002,61.18,62.889999,1696500,57.475918
"239",62.990002,63.669998,62.419998,63.43,2558000,57.969431
"240",63.23,63.5,62.060001,62.169998,1301600,56.8179
"241",61.41,61.599998,60.93,61.009998,1447700,55.757762
"242",61.119999,61.330002,60.299999,60.48,1656700,55.27339
"243",60.110001,61.09,59.630001,60.630001,1798300,55.410478
"244",60.450001,60.73,59.950001,60.369999,2494000,55.172859
"245",60.669998,60.700001,60.23,60.369999,1635900,55.172859
"246",61.110001,61.299999,60.740002,61.23,1827400,55.958824
"247",60.869999,60.869999,58.73,58.82,2646000,53.756296
"248",58.790001,59.310001,58.009998,58.990002,2071800,53.911663
"249",58.209999,59.240002,57.740002,58.23,1585200,53.217088
"250",57.970001,58.290001,56.880001,56.919998,1545500,52.019862
"251",57.27,57.549999,56.389999,56.439999,2492100,51.581185
"252",56.400002,56.610001,55.68,55.740002,1683800,50.94145
"253",55.84,57.639999,55.75,57.290001,2310300,52.358012
"254",56.860001,56.91,55.700001,56.040001,1817900,51.215623
"255",56.09,56.23,55.310001,56.009998,2091600,51.188203
"256",56.84,57.459999,56.689999,56.98,1513900,52.074698
"257",56.610001,56.950001,55.630001,55.759998,1852000,50.959725
"258",55.759998,56.41,55.41,55.98,1629400,51.160787
"259",56.57,57,56.299999,56.66,2216800,51.782247
"260",56.310001,57.009998,56.139999,56.549999,1300100,51.681716
"261",56.75,57.630001,56.75,57.34,1330900,52.403707
"262",57.029999,57.27,56.029999,56.110001,1743300,51.279596
"263",55.400002,56.220001,54.869999,56.130001,1932600,51.297875
"264",56.119999,56.450001,54.720001,55.400002,3543900,50.630719
"265",55.209999,56.080002,55.130001,55.810001,1684300,51.005423
"266",55.990002,56.32,55.82,56.119999,1142100,51.288734
"267",56.580002,57.330002,56.580002,57.189999,2283100,52.266619
"268",57.41,58,57.029999,57.68,2104600,52.714437
"269",57.619999,58.59,57.59,58.389999,1523100,53.363314
"270",58.150002,58.209999,57.400002,57.470001,1621600,52.522517
"271",57.25,58.509998,56.93,58.509998,2746000,53.472983
"272",59.150002,59.490002,59.040001,59.220001,2117800,54.121863
"273",58.259998,58.360001,57.43,58.139999,2210400,53.134836
"274",57,57.18,54.779999,54.959999,2631700,50.228596
"275",54.599998,56.75,54.580002,55.66,3134700,50.868335
"276",56.07,56.779999,55.700001,55.869999,1955100,51.060256
"277",56.220001,56.349998,54.650002,54.75,2089600,50.036675
"278",55,55.07,53.560001,54.049999,2461900,49.396936
"279",53.66,53.799999,52.169998,53.150002,2600900,48.574418
"280",53.689999,53.849998,53.080002,53.41,2022500,48.812033
"281",53.740002,54.119999,52.849998,54.049999,3908400,49.396936
"282",54.310001,55.630001,54.310001,55.310001,2605400,50.548467
"283",55.380001,55.630001,54.860001,55.380001,1318000,50.612441
"284",54.599998,54.630001,54,54.099998,2251300,49.442631
"285",54.110001,54.779999,53.669998,54.139999,1815000,49.479189
"286",53.75,53.75,51.330002,51.57,3345100,47.130435
"287",53.970001,55.16,52.900002,53.779999,4178500,49.15018
"288",53.189999,54.52,52.209999,54.099998,3419900,49.442631
"289",54.93,55.080002,52.150002,52.689999,3387300,48.154016
"290",52.25,52.970001,51.009998,51.009998,3668800,46.618643
"291",50.900002,51.330002,50.189999,50.580002,4364400,46.435037
"292",49.689999,50.130001,47.790001,47.919998,4976400,43.993017
"293",48.57,48.880001,46.169998,47.18,5150100,43.313661
"294",45.700001,46.580002,41.34,41.34,7289600,37.952241
"295",42.119999,44.610001,40.099998,44.529999,7836900,40.880823
"296",43.52,43.529999,41.119999,41.189999,5663900,37.814532
"297",41.240002,44.98,40.310001,44.25,5447400,40.62377
"298",44.900002,45.779999,43.959999,44.209999,5022500,40.587047
"299",44.619999,45.580002,44.52,45.299999,3650800,41.587723
"300",44.509998,45.419998,44.32,45.119999,4306300,41.422474
"301",45.32,45.509998,43.639999,44.060001,3962200,40.449342
"302",42.369999,42.419998,40.630001,40.970001,4833700,37.612563
"303",39.91,41.779999,38.93,39.040001,5856500,35.840724
"304",40.099998,40.389999,39.330002,39.580002,4017100,36.336472
"305",39.77,42.610001,39.16,42.52,4923900,39.035542
"306",42.41,43.66,41.82,43.16,3837700,39.623094
"307",43.75,44.450001,41.689999,42.189999,2839300,38.732583
"308",41.619999,43.849998,40.990002,43.450001,3216400,39.88933
"309",44.330002,45.599998,44.139999,45.540001,2531200,41.808057
"310",45.209999,45.66,44.43,44.959999,2524000,41.275586
"311",45.439999,46.25,45.119999,45.700001,2921600,41.954945
"312",45.669998,45.799999,43.91,43.970001,2692700,40.366717
"313",42.700001,43.209999,42.360001,42.369999,2538600,38.897833
"314",40.720001,41.84,40.439999,41.470001,2496700,38.071589
"315",42.43,44.049999,42.279999,43.84,2380100,40.247369
"316",43.16,43.84,42.68,42.869999,1869200,39.356858
"317",42.240002,42.68,41.209999,41.73,2304300,38.31028
"318",40.93,42.07,40.34,42.02,2802200,38.576516
"319",42.169998,43.110001,41.599998,42.919998,3100200,39.40276
"320",43.779999,44.57,42.509998,43.799999,2548400,40.210646
"321",44.630001,45.080002,43.860001,44.970001,2451600,41.284768
"322",45.209999,45.490002,43.919998,45.07,3236500,41.376572
"323",43.900002,44.23,42.799999,43.799999,2716000,40.210646
"324",44,44.740002,43.509998,43.529999,2561500,39.962772
"325",43.52,43.939999,41.650002,41.669998,2601300,38.255196
"326",40.220001,40.630001,38.970001,39.84,5639500,36.575164
"327",39.52,40.41,39.369999,39.77,2404000,36.510901
"328",40.23,41.150002,39.060001,41.099998,2235600,37.731907
"329",42.099998,42.68,40.98,41.34,3015000,37.952241
"330",41.599998,42,39.919998,39.990002,4175100,36.712873
"331",41.18,42,39.889999,41.110001,3575400,37.74109
"332",40.209999,40.470001,39.360001,39.360001,2695100,36.1345
"333",38.950001,39.25,37.32,37.34,4678000,34.280036
"334",36.59,38.400002,36,38.18,5e+06,35.051199
"335",38.279999,39.34,37.759998,39.049999,3110800,35.849903
"336",38.830002,40.779999,37.849998,40.709999,3039500,37.373868
"337",41.009998,41.259998,39.040001,39.060001,2419800,35.859085
"338",40.049999,41.09,39.93,41.080002,1786700,37.713549
"339",40.720001,41.720001,40.279999,41.439999,1910600,38.044045
"340",41.830002,43.68,41.77,42.919998,2767900,39.40276
"341",42.360001,42.57,40.509998,41.560001,2424800,38.154213
"342",43.389999,43.580002,42.07,42.880001,1817600,39.366041
"343",42.52,42.77,40.790001,40.93,2257400,37.57584
"344",41.07,43.07,40.669998,42.689999,2464300,39.191609
"345",42.5,42.919998,40.700001,40.900002,3109200,37.5483
"346",40.77,41.860001,40.400002,41.700001,2784900,38.28274
"347",42.240002,43.470001,42.099998,43.459999,3207600,39.898509
"348",43.740002,45.060001,43.59,44.700001,2674600,41.036894
"349",44.09,44.09,41.900002,42.049999,3460500,38.604057
"350",42.950001,43.209999,41.200001,42.860001,4087100,39.347679
"351",49,49.91,47.509998,48.529999,6176900,44.553029
"352",48.290001,49.029999,47.700001,48.740002,3464400,44.745822
"353",47.25,47.650002,46.66,46.68,3063900,42.854635
"354",45.200001,45.490002,43.84,44.09,3450300,40.476882
"355",45.09,45.5,44.139999,45.16,2622000,41.676606
"356",45.709999,47.259998,44.630001,46.82,2898700,43.208563
"357",46.049999,46.470001,44.900002,46.259998,2146500,42.691757
"358",46.080002,46.970001,45.540001,46.93,2021300,43.310079
"359",47.439999,48.619999,47.349998,48.360001,3831500,44.629777
"360",46.709999,46.869999,45.240002,45.349998,3138800,41.851949
"361",46.330002,46.580002,45.169998,45.599998,2512100,42.082666
"362",46.459999,47.32,46.43,47.220001,1933800,43.577711
"363",46.759998,47,46.080002,46.779999,2166000,43.171647
"364",46.330002,47.349998,46,46.880001,2234300,43.263936
"365",46.279999,46.549999,45.290001,45.349998,2707000,41.851949
"366",45.220001,45.259998,43.900002,44.169998,3038300,40.762968
"367",44.549999,44.740002,43.93,44.209999,1766900,40.799883
"368",44.060001,44.169998,42.59,43.080002,1962600,39.757048
"369",42.919998,43.310001,42.259998,42.73,2100700,39.434043
"370",42.150002,42.310001,41.290001,41.310001,2038800,38.123575
"371",41.150002,42.119999,41.099998,41.509998,770900,38.308146
"372",44.77,44.77,42.490002,43.029999,2491200,39.710902
"373",43.130001,43.32,42.549999,42.880001,2185100,39.572474
"374",44.34,45.98,44.27,45.91,3035200,42.368755
"375",45.57,45.82,44.970001,45.48,1205000,41.971923
"376",45.959999,47.330002,45.84,45.98,1555600,42.433356
"377",46.970001,47.439999,46.490002,46.970001,1607400,43.346994
"378",46.889999,47.360001,46.419998,46.939999,1574900,43.319306
"379",46.689999,48.41,46.299999,48.209999,2105100,44.491345
"380",47.68,47.700001,45.43,45.580002,2684000,42.064212
"381",46,47.330002,45.880001,47.099998,2704900,43.466964
"382",46.34,46.34,45.169998,45.669998,2440500,42.147266
"383",45.91,46.459999,44.540001,45.07,2860700,41.593548
"384",44.68,45.400002,44.360001,44.950001,2832100,41.482805
"385",45.68,45.91,45.080002,45.169998,2799800,41.685833
"386",46.150002,46.689999,45.68,46.549999,6187400,42.959389
"387",46.740002,47.200001,46.189999,46.380001,3029000,42.802503
"388",47.25,49.060001,47.16,49,3132700,45.22041
"389",48.990002,49.52,48.630001,49.389999,3903600,45.580327
"390",49.470001,50.400002,49.189999,50.049999,2299200,46.189418
"391",50.380001,50.610001,49.889999,50.610001,1131200,46.706224
"392",50.330002,50.779999,50.029999,50.029999,1425000,46.17096
"393",50.029999,50.189999,49.299999,49.470001,1195900,45.654158
"394",49.740002,50.849998,49.720001,50.540001,1278400,46.641624
"395",50.200001,50.369999,49.57,49.639999,1763600,45.811043
"396",51.16,52.349998,51.029999,51.450001,2166100,47.481431
"397",51.060001,51.290001,50.48,50.810001,1931200,46.890798
"398",50.360001,51.330002,49.66,51.240002,1716700,47.28763
"399",51.189999,51.669998,50.810001,51.09,1740700,47.149199
"400",51.220001,51.66,50.880001,51.099998,1740700,47.158426
"401",51.82,52.09,51.599998,51.900002,2976400,47.896721
"402",51.529999,51.93,51.139999,51.75,1985200,47.75829
"403",52.080002,52.389999,51.389999,51.91,1900700,47.905948
"404",50.98,52.130001,50.57,51.400002,1951300,47.435289
"405",52.279999,52.540001,51.48,51.59,1601300,47.610632
"406",51.599998,52.57,51.200001,52.5,1366700,48.450439
"407",52.529999,53.810001,52.32,53.650002,2081200,49.511736
"408",53.880001,54.990002,53.68,54.68,2474200,50.462286
"409",54.919998,55.610001,54.439999,54.75,1908300,50.526887
"410",54.049999,54.470001,53.810001,54.23,1895800,50.046996
"411",53.970001,54.540001,53.880001,54.279999,1944400,50.093139
"412",54.610001,55.130001,54.139999,54.68,2967300,50.462286
"413",54.32,54.549999,53.25,53.669998,3209100,49.53019
"414",52.880001,53.740002,52.290001,53.279999,1509200,49.170273
"415",53.459999,53.650002,52.82,53.549999,3069100,49.419447
"416",54.810001,55.400002,53.950001,54.779999,3408800,50.554572
"417",51.169998,51.650002,49.139999,50.380001,9200400,46.493965
"418",50.970001,53.66,50.810001,53.650002,3605700,49.511736
"419",53.130001,54.380001,52.75,54.330002,3008600,50.139285
"420",53.91,54.93,53.68,54.919998,2921000,50.683772
"421",54.599998,55.060001,54.290001,54.619999,2754400,50.665223
"422",54.970001,55.380001,53.970001,54.099998,2719800,50.182873
"423",53.299999,54.220001,52.990002,54.189999,2332300,50.266357
"424",54.75,55.150002,54.060001,55.040001,2153100,51.054814
"425",54.880001,55.400002,54.369999,55.32,2688700,51.31454
"426",55.400002,55.5,54.529999,54.860001,2788200,50.887847
"427",54.93,56.119999,54.619999,55.709999,1498400,51.676301
"428",56.049999,56.639999,55.869999,56.540001,1585600,52.446206
"429",56.669998,56.779999,55.98,56.189999,1703600,52.121546
"430",56.48,56.48,55.639999,55.84,1942400,51.796889
"431",55.75,56.57,55.599998,56.5,1743400,52.409102
"432",56.73,56.959999,56.150002,56.41,1168800,52.325618
"433",55.630001,56.549999,55.490002,56.200001,1226600,52.130824
"434",56.259998,56.400002,55.919998,56.18,2233200,52.112272
"435",56.150002,56.369999,55.650002,55.759998,2558600,51.72268
"436",56.049999,56.669998,55.889999,56.169998,1384900,52.102994
"437",56.290001,56.59,55.790001,55.84,1090100,51.796889
"438",55.619999,55.779999,55.25,55.540001,1740100,51.518612
"439",54.77,54.950001,54.07,54.169998,1625900,50.247804
"440",54.43,54.799999,54.259998,54.549999,1252900,50.600291
"441",55.080002,55.43,54.830002,55.32,1404700,51.31454
"442",55.439999,56.580002,55.220001,56.080002,1358600,52.019514
"443",56.07,56.389999,55.16,55.849998,1183200,51.806164
"444",56.189999,57.650002,56.009998,57.599998,2242900,53.429455
"445",57.580002,57.82,56.73,56.75,1725100,52.641
"446",56.799999,58.110001,56.41,58.02,1810100,53.819046
"447",58.630001,58.68,57.630001,57.720001,2253000,53.540768
"448",57.34,58.470001,57.189999,58.09,1410800,53.883978
"449",57.240002,58.09,57.119999,57.27,1933500,53.12335
"450",57.369999,57.900002,57.119999,57.389999,1655500,53.23466
"451",56.73,56.93,56.32,56.490002,1768100,52.399827
"452",56.279999,57.290001,55.860001,57.099998,1908800,52.965657
