"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"114",171.330002,171.919998,168.869995,169.149994,2262700,148.51267
"115",169.630005,170,166.809998,168.979996,842100,148.363412
"116",168.559998,169.800003,166.259995,166.869995,1077000,146.510845
"117",166,166.070007,162.550003,163.029999,1200500,143.139351
"118",165.059998,166.449997,164.429993,165.889999,948900,145.650414
"119",165.139999,165.970001,164.009995,164.600006,230900,144.517808
"120",164.139999,164.429993,161.529999,163.100006,1046000,143.200817
"121",162.279999,164,162,163,1147600,143.113012
"122",164.5,167.75,163.75,167.619995,1506800,148.077785
"123",168.119995,171.880005,168.089996,171.850006,1048400,151.814635
"124",170.539993,172.759995,168.059998,172.350006,719600,152.256342
"125",172.690002,172.949997,169.949997,171.479996,747600,151.487763
"126",173.009995,174.470001,169.600006,171.389999,1323500,151.408259
"127",171.509995,174.300003,171.25,173.699997,848900,153.448942
"128",178.130005,179.899994,175.130005,179.820007,1489600,158.855442
"129",179.800003,183.110001,178.5,183.050003,1982000,161.708865
"130",184,185.279999,181.570007,181.880005,925700,160.675272
"131",181.940002,184.229996,181.339996,182.660004,713800,161.364334
"132",183.089996,184.130005,180.649994,180.899994,753100,159.809517
"133",181.649994,183.300003,178.229996,183.110001,937900,161.761867
"134",182.720001,189.029999,181.25,187.199997,3979700,165.375026
"135",187.529999,189,185.460007,188.5,1502200,166.523466
"136",189.440002,192.580002,188.740005,192.509995,888800,170.06595
"137",193.389999,193.740005,190.309998,190.960007,678600,168.696669
"138",190.720001,191.740005,188.410004,188.669998,356200,166.673645
"139",188.559998,189.970001,187.029999,189.259995,387900,167.194856
"140",189.199997,190,187.350006,189.410004,304400,167.327376
"141",190.539993,191.470001,189.360001,190.820007,379600,168.572992
"142",189.800003,190.600006,187.720001,188.020004,379000,166.099431
"143",188.300003,190.600006,187.360001,190.580002,480700,168.360968
"144",191.520004,195,189.529999,190.190002,1085200,168.016437
"145",191.259995,191.5,188.710007,190.039993,794400,167.883917
"146",190.029999,192.839996,189.25,192,925300,169.615414
"147",192.679993,192.789993,188.360001,189.929993,727300,167.786741
"148",191.520004,191.520004,185.460007,188.360001,886200,166.399789
"149",188.110001,191.539993,187.429993,191.169998,898300,168.882179
"150",191.869995,195.679993,190.720001,193.419998,734000,170.869859
"151",194.699997,195.240005,191.039993,193.839996,818100,171.240891
"152",193.839996,196.089996,192.490005,195.809998,609000,172.981217
"153",195.330002,199.100006,193.669998,199.059998,808200,175.852312
"154",199.309998,199.990005,193.75,196.520004,812000,173.608447
"155",195.759995,196.940002,191,191.559998,774300,169.22671
"156",192.740005,193.009995,189.25,190.869995,806800,168.617152
"157",192.460007,194.649994,191.300003,193.070007,627400,170.560673
"158",194.229996,194.899994,191.309998,193.580002,789900,171.011209
"159",199.339996,199.869995,194.919998,198.009995,1361900,174.924725
"160",199.160004,200.830002,196.919998,199.960007,1313700,176.647392
"161",200.759995,202.059998,198.75,201.729996,729600,178.211024
"162",201.380005,201.470001,193.949997,194.279999,1041700,171.629596
"163",194.600006,198.199997,194.539993,198.020004,699800,174.933567
"164",199.229996,202,198.5,201.229996,639200,177.769318
"165",199.570007,199.990005,197.029999,197.639999,778200,174.597866
"166",197,197.820007,194.509995,196.820007,462100,173.873474
"167",197.100006,197.649994,194.059998,194.350006,702200,171.691441
"168",195.259995,198.5,195,196,808400,173.149068
"169",196.779999,199.449997,195.059998,199.369995,727600,176.126168
"170",198.270004,200.649994,197.259995,199.619995,447000,176.347021
"171",198.009995,201.589996,198.009995,200.710007,486900,177.309952
"172",200.009995,203.600006,199,203.419998,473000,179.703996
"173",203.5,206.440002,202.589996,205.009995,672500,181.10862
"174",203.610001,206,202.539993,205.660004,457800,181.682847
"175",206.029999,207,204,205.339996,458200,181.400148
"176",205.020004,205.479996,202.800003,204.589996,379000,180.737588
"177",205.449997,207.470001,202.899994,206.669998,516900,182.57509
"178",203.410004,204.160004,197.910004,198.410004,537500,175.278098
"179",199,199.830002,194.380005,195.130005,682900,172.380503
"180",195.789993,201.440002,193.580002,201.199997,832500,177.742816
"181",202.990005,204.550003,201.440002,203.919998,863900,180.145702
"182",203.110001,205.610001,200.509995,203.990005,685300,180.207548
"183",209.770004,209.770004,200.899994,201.429993,748100,177.945998
"184",200.729996,202.029999,198.740005,198.850006,710100,175.666802
"185",199.369995,207.160004,199.210007,207.059998,704800,184.193275
"186",207.179993,207.440002,201.009995,201.889999,537400,179.594227
"187",202.5,203.110001,196.639999,198.240005,654600,176.347321
"188",199.080002,200.389999,196.850006,198.830002,564300,176.872161
"189",198.070007,198.779999,195.649994,196.899994,552300,175.155294
"190",194.380005,196.210007,188.910004,190.380005,944700,169.355342
"191",190.75,191.919998,188.320007,189.979996,593700,168.999508
"192",188.679993,189.179993,185.589996,188.429993,584400,167.62068
"193",183.289993,186.779999,180.289993,185.699997,792200,165.192172
"194",185.199997,186.229996,179.520004,179.770004,924900,159.917059
"195",183.289993,184.539993,181.710007,183.960007,675100,163.644338
"196",185.279999,186.759995,183.089996,184.550003,748500,164.169178
"197",185.009995,187.130005,185,186,461800,165.459044
"198",185.630005,186.339996,184.679993,185.029999,509900,164.596165
"199",184.779999,185.139999,181.369995,183.699997,525700,163.413042
"200",183.949997,186.5,183.949997,185.550003,1010400,165.058743
"201",186.589996,189.020004,185.550003,188.240005,592500,167.451674
"202",189.300003,190.679993,187.190002,187.470001,570300,166.766705
"203",187.259995,187.869995,185.199997,186.5,975700,165.903826
"204",196.339996,200.100006,194.880005,198.839996,4569000,176.881052
"205",198.100006,201.039993,198.100006,201.009995,2705100,178.811406
"206",202.050003,204.5,202,202.429993,18680000,180.074586
"207",201.399994,202.800003,199.820007,200.990005,1768900,178.793625
"208",200.25,202.199997,198.929993,199.479996,1303700,177.450373
"209",200.740005,200.75,198.699997,199.220001,1058800,177.219091
"210",199.649994,199.789993,196.800003,197.990005,959400,176.12493
"211",199,199.910004,195.309998,196.100006,817000,174.443653
"212",195.850006,197.289993,195.520004,195.949997,797900,174.310211
"213",197.210007,197.210007,193.919998,194.779999,904900,173.269421
"214",196.029999,196.929993,193.279999,194.679993,1179600,173.18046
"215",193.160004,194.289993,192.149994,193.380005,679400,172.024036
"216",194.979996,195.089996,192.550003,193.240005,681600,171.899498
"217",191.080002,192.990005,189.059998,190.550003,971100,169.506566
"218",191.320007,192.029999,189.350006,192.029999,708700,170.823118
"219",194.369995,196.479996,192.800003,193.720001,984100,172.326485
"220",195.800003,199.210007,194.119995,198.880005,959000,176.916642
"221",198.770004,199.990005,195.899994,197.130005,803400,175.359904
"222",197.410004,199.5,196.740005,198.929993,565700,176.96111
"223",199.139999,200.410004,196.779999,199.899994,746400,177.823989
"224",198.899994,199.339996,196.529999,198,534200,176.133821
"225",197.850006,198.270004,194.880005,195.940002,454000,174.30132
"226",196.860001,197.5,195.320007,195.529999,462900,173.936595
"227",197.610001,197.610001,192.009995,194.070007,570700,172.637838
"228",197.059998,197.850006,192.619995,194.009995,574300,172.584453
"229",193.220001,193.880005,190.740005,191.470001,516700,170.324964
"230",194.089996,197.559998,193.889999,195.740005,746600,174.12341
"231",197.320007,197.320007,194.229996,196.669998,431600,174.950698
"232",197.009995,198.160004,195.669998,198,423100,176.133821
"233",197.149994,197.149994,194.169998,194.520004,503200,173.038139
"234",194.160004,196,192.080002,195.880005,485000,174.247948
"235",196.220001,196.669998,193.889999,194.240005,299600,172.789062
"236",192.259995,195.899994,191.729996,191.949997,457900,170.751952
"237",191.080002,191.949997,187.470001,190.539993,608300,169.497662
"238",190.479996,193.75,189.5,193.25,361900,171.908388
"239",198.029999,199.860001,196.029999,198.100006,916100,176.222783
"240",198,199.990005,197.330002,197.509995,566300,175.697929
"241",195.570007,196.199997,193.509995,194.740005,542500,173.233845
"242",192.539993,194.229996,191.520004,193.050003,1056300,171.730478
"243",193,195.860001,193,195.410004,625500,173.829852
"244",195.419998,198.220001,194,197.539993,629900,175.724615
"245",198,201.179993,197.699997,200.669998,663000,178.508957
"246",202.5,205.559998,201.380005,205.559998,897700,182.858928
"247",207.25,207.419998,199.289993,199.350006,1055300,177.334739
"248",199.429993,201.029999,197.889999,199.580002,600600,177.539335
"249",196.279999,196.330002,193.539993,193.630005,753800,173.44135
"250",192.880005,193.979996,187.509995,187.850006,795600,168.263998
"251",189.039993,191.570007,188.479996,189.639999,678000,169.867359
"252",189.259995,190.860001,188.940002,189.690002,600300,169.912149
"253",190.190002,193.149994,187.440002,192.320007,440500,172.267939
"254",190.110001,191.690002,185.270004,185.820007,896000,166.445655
"255",186.210007,189.220001,186,188.929993,762100,169.231381
"256",191.710007,193,191.119995,192.559998,516900,172.482906
"257",190.529999,191.380005,185.509995,186.320007,826600,166.893523
"258",186.990005,189,185.190002,188.130005,826800,168.514803
"259",190.949997,191,186.899994,187.339996,659200,167.807164
"260",186.850006,189.789993,186.139999,189.399994,407300,169.652378
"261",190.350006,191.850006,188.669998,190.729996,543000,170.843708
"262",189.690002,191.410004,189.080002,189.139999,590300,169.419491
"263",186.179993,187.990005,184.710007,187.369995,690500,167.834035
"264",187.479996,187.860001,183.509995,184.389999,771700,165.164746
"265",184.559998,187.419998,184.100006,187.070007,434200,167.565325
"266",187.470001,189.279999,186.199997,189.259995,593300,169.526975
"267",190.479996,192.5,189.229996,191.889999,829200,171.882765
"268",192.809998,193.279999,189.839996,191.809998,782100,171.811105
"269",192.050003,196.639999,191.100006,196.419998,741100,175.940448
"270",195.440002,196.350006,194.179993,194.509995,402300,174.229589
"271",194.190002,195.779999,193.089996,195.550003,570600,175.161162
"272",197.759995,199.100006,197.050003,198.490005,414300,177.794628
"273",195.25,195.850006,193.860001,195.449997,618200,175.071583
"274",190.169998,192.449997,185.820007,186.380005,835600,166.947265
"275",185.399994,188.559998,183.5,183.690002,943500,164.537733
"276",185.229996,187,184.5,185.050003,765300,165.755935
"277",186.350006,186.809998,181.759995,182.270004,672400,163.26579
"278",187.789993,187.800003,182.350006,184.539993,745700,165.299101
"279",184.240005,184.240005,178.779999,180.25,701000,161.456399
"280",181.490005,183.940002,179.710007,183.690002,1211500,164.537733
"281",189.570007,191.490005,184.139999,184.5,915900,165.263277
"282",184.75,188.580002,184.75,187.720001,728600,168.147548
"283",188.210007,189.990005,187.5,187.919998,572500,168.326692
"284",185.5,187.419998,184.199997,186,393400,166.606881
"285",188.729996,188.729996,183.520004,184.419998,762200,165.191617
"286",184.580002,184.580002,175.649994,176.839996,1612500,158.401937
"287",177.339996,178.259995,174.050003,175.070007,1279500,156.816494
"288",172.5,179.580002,172.380005,178.460007,1276300,159.853038
"289",181.399994,181.5,175.089996,178.360001,978800,159.763459
"290",179.520004,179.520004,173.949997,174.490005,1141800,156.296966
"291",174.610001,176.710007,169.539993,173.449997,1490600,155.365392
"292",170.880005,172.679993,162.880005,163.25,1276000,146.228889
"293",165.639999,167.559998,157,161.580002,1897300,144.733012
"294",154.029999,159.740005,145.139999,145.25,1855300,130.105642
"295",150.020004,156.690002,144.639999,156.539993,2030800,140.218495
"296",151.559998,155.119995,145.869995,148.059998,1944200,132.622658
"297",150.050003,164.520004,148.669998,161.979996,1968300,145.0913
"298",167.059998,168.5,159.910004,161.070007,947800,144.276191
"299",162.630005,165.639999,162.009995,165.139999,782900,147.921829
"300",160.160004,164.809998,158.910004,161.160004,874900,144.356804
"301",162.330002,164.679993,159.380005,161.179993,867500,144.374709
"302",157.759995,157.759995,150.5,152.279999,1029400,136.402665
"303",150.25,156.039993,150,151.330002,1195500,135.551718
"304",155.240005,156.470001,151.479996,152.169998,1197200,136.304133
"305",153.300003,159.440002,150.240005,159.410004,1118000,142.789266
"306",158.350006,163.729996,156.759995,163.729996,707600,146.658838
"307",165.220001,167.970001,157.009995,158.639999,1036700,142.099546
"308",158.050003,163.009995,154.580002,160.990005,742600,144.204531
"309",163.770004,168.289993,163,168.179993,594300,150.64486
"310",167.25,168.940002,165.639999,167,627400,149.587899
"311",166.570007,167.339996,163.070007,164.75,1460800,148.797619
"312",164.720001,166.399994,162.149994,162.679993,814200,146.928046
"313",160.190002,161.070007,155.050003,156.039993,769100,140.930983
"314",150.25,152.619995,148.899994,152.410004,1055400,137.652478
"315",154.809998,159.020004,154.229996,158.910004,924700,143.523097
"316",157.75,158.309998,155.520004,155.860001,909800,140.768419
"317",154.490005,154.940002,150.080002,151.070007,879100,136.44223
"318",149.259995,152.050003,148.100006,151.300003,939700,136.649956
"319",153.360001,153.679993,150.070007,151.220001,1192300,136.5777
"320",153,154.320007,149.100006,152.300003,1101800,137.553128
"321",154.229996,159.460007,153.5,159.179993,1009800,143.766943
"322",159.979996,161.889999,157.710007,160.880005,1152900,145.302347
"323",156.5,157.720001,154.5,156.25,714100,141.120655
"324",157.539993,159.419998,155.339996,155.580002,702200,140.515532
"325",155.389999,156.830002,147.210007,147.220001,895800,132.965012
"326",142.660004,145.449997,140.220001,144.75,1301400,130.734175
"327",143.559998,147.880005,142.789993,147.630005,770800,133.335316
"328",148.009995,150.639999,144.679993,150.350006,872500,135.791945
"329",153.899994,157.75,151.139999,152.490005,1188000,137.724733
"330",157.720001,157.720001,148.259995,148.550003,952700,134.166232
"331",152.729996,152.779999,148.070007,151.660004,1147400,136.975098
"332",149.360001,151.570007,147.610001,148.009995,1095600,133.678512
"333",146.809998,148.699997,141.429993,141.770004,1041900,128.042726
"334",140.059998,147.570007,137,147.199997,1300000,132.946944
"335",147.520004,151.139999,145.509995,150.490005,869300,135.918389
"336",150.470001,152.190002,145.300003,151.669998,781000,136.984125
"337",152.350006,153,147.690002,147.779999,1009800,133.470786
"338",152.880005,156.720001,150.929993,155.25,1081400,140.217483
"339",153.449997,155.440002,152.020004,153.059998,776200,138.239534
"340",154.490005,160.190002,154.330002,156,1219000,140.894862
"341",155.529999,155.529999,149.520004,153.649994,1038100,138.772402
"342",154.050003,159.490005,154.050003,155.910004,1061300,140.81358
"343",154.25,155.369995,150.25,150.729996,619700,136.135141
"344",151.020004,157.759995,150.279999,156.300003,1155200,141.165817
"345",153,154,148.059998,148.919998,1540800,134.500402
"346",149.039993,153.509995,146.529999,152.160004,1160300,137.426684
"347",154.509995,155.75,152.149994,154.320007,941300,139.37754
"348",155.699997,158.339996,154.130005,157.479996,776400,142.231553
"349",158.229996,158.229996,149.929993,150.380005,915900,135.819039
"350",153.229996,155.25,151.419998,154.369995,963700,139.422687
"351",159.970001,170.419998,159.660004,169.119995,2e+06,152.744477
"352",169.100006,170.800003,165.229996,169.779999,939300,153.340574
"353",166.509995,166.919998,157.75,157.789993,1355800,142.511535
"354",152.089996,155.130005,149.839996,150,1845900,135.475829
"355",152.630005,155.990005,150.740005,155.520004,772200,140.461344
"356",157.130005,160.220001,153.050003,159.259995,841000,143.839199
"357",157.020004,158.679993,154.570007,157.600006,541100,142.339943
"358",158.009995,160.240005,155.600006,160.050003,720700,144.552713
"359",163.389999,163.910004,159.429993,163.160004,816900,147.361579
"360",159.059998,159.059998,152.990005,153.229996,1086900,138.393072
"361",156.270004,160.759995,154.460007,159.880005,1170000,144.399175
"362",161.979996,166,160.5,164.330002,946200,148.418288
"363",162.800003,165.190002,161.770004,163.119995,762300,147.325444
"364",162.880005,168.330002,162.399994,165.880005,1068200,149.818208
"365",163.429993,164.880005,160.940002,161.330002,810000,145.708772
"366",160.960007,163.160004,158.740005,159.600006,1014700,144.146288
"367",160.889999,161.199997,158.119995,159.259995,667800,143.839199
"368",156.429993,158,154.289993,156.610001,640400,141.445798
"369",156.320007,157.660004,154.059998,155.809998,562800,140.723257
"370",153.779999,154.899994,151.440002,151.490005,894700,136.821561
"371",151.229996,153.770004,150.350006,151.270004,217100,136.622862
"372",157.809998,160.339996,157.350006,159.830002,975200,144.354014
"373",159.550003,162.789993,158.910004,161.029999,877300,145.437817
"374",167.600006,172.529999,166.070007,172.039993,1388200,155.381738
"375",169.5,170.240005,165.449997,167.410004,752500,152.418235
"376",169.649994,173.220001,168.119995,169.020004,618200,153.884058
"377",172.940002,176.5,172.119995,176.309998,1009300,160.521224
"378",176.229996,176.229996,172,173.460007,530100,157.926453
"379",172.889999,175.210007,170.979996,174.369995,497900,158.754951
"380",172.649994,172.889999,167.130005,167.5,715000,152.500172
"381",168.610001,173.550003,168.289993,172.679993,729600,157.21629
"382",166.339996,170.320007,166.339996,169.479996,532000,154.302857
"383",171,172.339996,165.369995,167.75,498100,152.727784
"384",166.800003,168.679993,165.279999,166.940002,691200,151.990323
"385",169.880005,169.949997,167.5,167.839996,443600,152.809722
"386",168.720001,170.889999,167.869995,170.330002,940900,155.076744
"387",170.570007,170.889999,165.089996,165.600006,667500,150.770325
"388",169.539993,173.910004,169.220001,173.139999,608400,157.635103
"389",173.339996,174.460007,170.110001,173.350006,601900,157.826303
"390",173.880005,176.199997,173.509995,175.490005,588600,159.774663
"391",176.699997,178.729996,175,178.410004,313100,162.433172
"392",178.179993,179.770004,177.020004,177.839996,310700,161.914209
"393",177.880005,177.880005,175.899994,176.440002,301000,160.639587
"394",177.399994,179.5,176.550003,179.399994,342200,163.334507
"395",179.399994,179.429993,177.869995,178.240005,252200,162.278397
"396",183.649994,185.960007,180.869995,181.270004,654300,165.037056
"397",179.550003,180.869995,177.639999,179.960007,481600,163.84437
"398",179.5,179.919998,175.179993,179.330002,812200,163.270783
"399",179.679993,180.949997,177.509995,179.130005,413100,163.088696
"400",179.300003,179.860001,177.300003,179.25,632100,163.197946
"401",182.419998,183.600006,181,183.089996,540600,166.694066
"402",182.029999,184.100006,179.039993,183.869995,534800,167.404214
"403",186.910004,187.169998,182.259995,187.059998,632600,170.308548
"404",185.740005,186.919998,184.399994,186.570007,911900,169.862437
"405",188.619995,190.399994,186.919998,187.460007,1336800,170.672736
"406",187.5,188.75,185.610001,187.800003,720800,170.982285
"407",187,187.800003,181.050003,187.539993,919300,170.74556
"408",184.75,186.589996,180.830002,182.820007,1275000,166.448254
"409",181.990005,185.710007,181.630005,185.559998,708500,168.942875
"410",184.229996,189.25,184.229996,189.020004,633900,172.093034
"411",188.039993,188.809998,186.320007,188.240005,638000,171.382885
"412",189.800003,191.679993,186.399994,187.860001,719300,171.03691
"413",186,189.050003,185.580002,187.490005,506600,170.700049
"414",185.679993,186,182.809998,183.220001,597600,166.812428
"415",184.410004,184.880005,180.410004,182,758400,165.70168
"416",185.479996,185.479996,181.110001,183,1086800,166.612128
"417",182.979996,184.419998,182.350006,183.770004,1007400,167.313178
"418",185.259995,188.690002,184.690002,188.639999,1331900,171.747059
"419",184.009995,190.199997,184.009995,190.179993,734900,173.149144
"420",188.979996,189.990005,187.320007,189.470001,417600,172.502733
"421",189.770004,190.649994,188.990005,190.25,565600,173.212882
"422",190.460007,190.960007,188.539993,190.190002,605500,173.158258
"423",188.020004,190.410004,187.559998,190,419500,172.98527
"424",191.369995,192.710007,190.559998,192.449997,554600,175.215867
"425",191,192.809998,189.880005,191.520004,646100,174.369156
"426",192.679993,192.949997,189.429993,189.880005,781500,172.876021
"427",193.080002,193.210007,190.559998,193.119995,855100,175.825866
"428",194.729996,196.800003,192.199997,196.190002,716500,178.62095
"429",196.369995,196.789993,193.869995,194.529999,582200,177.109602
"430",192.699997,194.600006,192.399994,193.509995,483500,176.18094
"431",193.589996,198.089996,192.800003,197.130005,652500,179.476774
"432",198.490005,199.100006,195.229996,196,585700,178.447963
"433",195,198.399994,194,197.710007,477000,180.004836
"434",197.940002,199.899994,197.399994,198.330002,567100,180.56931
"435",202.089996,202.089996,197.570007,199,1230900,181.179309
"436",198.020004,200,197.160004,198.5,706600,180.724085
"437",197.800003,200.25,197.600006,198.25,831200,180.496473
"438",196.740005,196.820007,194.550003,195.240005,456400,179.111226
"439",193.649994,194.949997,191.880005,193.169998,870600,177.212222
"440",194.149994,196.720001,193.279999,196.720001,516000,180.46896
"441",198.550003,198.970001,195.020004,195.550003,685200,179.395615
"442",196.320007,197.509995,195.279999,196.910004,437600,180.643266
"443",196.979996,196.979996,194.509995,194.880005,627300,178.780966
"444",197,203.009995,195.259995,203,773000,186.230168
"445",206.419998,206.419998,198.839996,200.669998,491300,184.092647
"446",201.240005,205.089996,199.350006,205.080002,537600,188.138341
"447",204.039993,205.720001,203.020004,205.600006,736100,188.615387
"448",204.020004,206.520004,203.809998,205.089996,308900,188.147509
"449",204.619995,204.619995,202.929993,203.300003,320200,186.505388
"450",202.679993,204.270004,200.699997,201.339996,652600,184.707297
"451",199.550003,200.119995,198.149994,198.520004,572100,182.120265
"452",199.020004,201.440002,198.240005,201.110001,364400,184.496301
"453",201.520004,205.199997,200.710007,205.190002,385300,188.239254
"454",208.690002,208.690002,203.460007,203.580002,555500,186.762256
"455",203.889999,204.550003,200.199997,202.729996,351500,185.982469
"456",201.229996,202.220001,198.699997,199.589996,478600,183.101865
"457",201.729996,204.899994,199.179993,204.899994,658400,187.973203
"458",207.699997,209.369995,203.380005,206.289993,479800,189.248375
