"","VNO.Open","VNO.High","VNO.Low","VNO.Close","VNO.Volume","VNO.Adjusted"
"1",74.169995,76.740001,73.890003,76.450002,2140100,58.569722
"2",75.639993,77.100002,75.360001,76.940001,1859900,58.945119
"3",77.650006,78.879994,77.039997,77.940004,2618500,59.711239
"4",78.649992,79.829991,77.780004,79.599997,2357800,60.982989
"5",78.999995,79.91,78.520002,79.539992,1866300,60.937019
"6",79.620001,80.050004,78.61,79.739993,1364700,61.090243
"7",79.99,80.429993,79.129993,79.379992,2702600,60.81444
"8",80.390001,81.49999,79.46,79.709999,1943600,61.067264
"9",79.829991,80.469993,77.209996,77.390001,2331500,59.289872
"10",77.400007,78.339989,76.010001,77.639999,2101200,59.4814
"11",77.000006,78.169999,76.01999,76.259999,2531400,58.424157
"12",77.110008,78.899999,76.529994,78.680002,2700200,60.278165
"13",79.199995,79.199995,77.079997,77.290004,1486400,59.213263
"14",76.160003,76.959989,73.379999,73.969994,2620600,56.669743
"15",74.169995,75.339996,72.710003,72.950004,2554800,55.88831
"16",73.189996,73.750006,71.239988,72.980006,2021500,55.911296
"17",73.000002,73.529993,70.969994,71.130003,1829000,54.493975
"18",72.849999,73.139998,68.589995,69.5,3101100,53.2452
"19",69.850003,72.870004,69.539996,72.860006,2607100,55.819361
"20",73.719996,74.189999,72.089997,73.389997,1863400,56.225397
"21",73.129992,75.070002,73.069996,74.999991,1640100,57.458842
"22",74.759999,75.639993,74.069999,75.620006,1694300,57.933847
"23",76.510006,77.540003,75.870004,77.300002,1809300,59.220922
"24",76.329993,77.339986,75.609999,76.679996,926900,58.745925
"25",76.850003,77.100002,74.839991,76.879997,1100900,58.899149
"26",75.960002,76.349997,73.980001,74.670001,2136900,57.206031
"27",74.999991,76.139999,73.869998,75.749996,1534900,58.033434
"28",74.550009,77.23,74.099993,77.15,1534200,59.106003
"29",78.08999,78.339989,75.239992,75.560001,1696400,57.887876
"30",76.160003,79.679997,76.160003,79.099999,2184900,60.599932
"31",78.999995,80.19999,77.809998,80.120007,1314100,61.381378
"32",80.31999,83.049997,79.519988,82.860002,1796400,63.480538
"33",83.620005,83.939997,81.779999,82.660002,1902100,63.327314
"34",82.460001,83.829995,81.770001,83.100003,1507700,63.664407
"35",83.76999,83.76999,81.49999,82.410003,1043500,63.135786
"36",81.230004,83.019994,81.199993,82.779994,1851200,63.419242
"37",84.000002,86.56999,83.069992,86.409998,2018100,66.200254
"38",85.459993,85.940003,84.440003,84.790006,1607000,64.959149
"39",85.159997,85.899995,84.910006,85.660002,1067500,65.625669
"40",84.98999,85.719998,84.209992,84.94999,1242000,65.081715
"41",84.000002,84.94999,83.269993,84.849994,1301100,65.005107
"42",84.45999,85.660002,84.179998,85.580002,1074100,66.070516
"43",84.839987,84.98999,82.980003,83.959993,1480100,64.819817
"44",82.820002,83.410006,81.959995,82.370003,1878700,63.592293
"45",81.269995,82.320005,81.059997,81.29,1450900,62.758496
"46",81.249991,82.190007,80.990003,81.000001,1345100,62.534608
"47",80.68,81.790005,80.449989,81.140006,1031500,62.642696
"48",82.139992,84.640003,81.629988,84.040002,2040200,64.881586
"49",84.040002,84.759995,83.410006,84.019997,1370500,64.866142
"50",83.779997,83.819997,80.959992,81.540007,1509600,62.95151
"51",81.000001,81.770001,80.300003,81.059997,1163500,62.580926
"52",81.709997,82.22,80.839992,80.959992,971000,62.50372
"53",80.229992,80.929999,79.26,80.029992,1113500,61.785729
"54",79.610003,81.609992,79.610003,81.219997,1294400,62.704452
"55",81.69999,82.089994,80.160007,80.429993,1382000,62.094543
"56",80.84999,81.659999,79.059999,81.579998,1818100,62.982384
"57",81.040001,82.339992,80.429993,80.469993,1198900,62.125424
"58",80.410005,81.550005,79.91,81.059997,1571700,62.580926
"59",82.370003,84.569993,81.970002,84.300007,2472300,65.082318
"60",84.480003,86.169989,84.359994,86.139995,1824700,66.502849
"61",86.710003,87.529993,86.029993,87.410001,1559500,67.483334
"62",86.620005,86.809991,85.699994,85.749992,1304900,66.201754
"63",86.299996,86.829995,85.43,85.889997,1302500,66.309842
"64",86.950004,87.619991,84.349988,84.550005,1545200,65.275325
"65",84.94,85.47,84.280002,84.900008,1203400,65.545539
"66",86.32,86.339996,85.14999,86.029993,1217200,66.417923
"67",85.789992,86.679993,85.170003,85.769988,1646900,66.217191
"68",85.059992,87.040002,85.029998,86.789995,1057000,67.00467
"69",86.579997,86.739997,85.489996,86.129989,848400,66.495124
"70",86.489999,86.760001,85.420002,86.52999,1656400,66.803937
"71",87.189996,89.029994,86.589995,88.559999,1700000,68.371169
"72",88.629992,89.059996,87.189996,88.359998,2147800,68.216762
"73",87.719996,88.889989,87.029996,87.279995,1824400,67.382965
"74",86.860006,86.979998,84.680004,84.699991,1750900,65.391119
"75",85.820003,87.260007,85.370004,87.000002,1808000,67.166802
"76",86.649999,87.449993,86.039991,86.85,1639300,67.050995
"77",86.789995,86.829995,85.280005,86.579997,1894700,66.842544
"78",86.110002,86.330007,85.040005,85.370004,1157300,65.90839
"79",85.820003,86.819989,84.98999,85.529987,2160900,66.031903
"80",86.480009,86.56999,84.800004,85.959999,1468300,66.363886
"81",86.009997,86.939998,85.549992,86.919994,1368000,67.105033
"82",87.969995,88.800008,86.939998,88.359998,2111500,68.216762
"83",88.019993,88.47,86.499996,87.150005,1487500,67.282609
"84",87.619991,88.169995,86.829995,87.09,985200,67.236283
"85",87.299999,87.589989,86.52999,86.950004,1250200,67.128202
"86",86.939998,87.449993,86.550003,86.970008,730100,67.143646
"87",86.499996,87.719996,85.919999,87.550006,1199100,67.591422
"88",87.849994,88.809997,87.599987,88.069999,1611200,67.992874
"89",87.719996,88.690005,87.299999,87.859992,1671500,67.830742
"90",88.620003,88.849997,86.839993,87.209992,1410600,67.328921
"91",87.360003,88.739995,87.360003,88.739995,1577700,68.510132
"92",87.750007,88.820004,86.950004,87.490002,1403500,67.545097
"93",87.609994,90.679997,87.609994,89.800002,1702500,69.328492
"94",90.360004,91.250005,89.839994,90.789999,1519000,70.092801
"95",90.579992,91.209996,90.349998,91.059993,1099300,70.301246
"96",91.390001,91.669993,90.699992,91.079998,914000,70.31669
"97",90.269989,90.490002,89.439993,90.139999,771600,69.59098
"98",89.720002,89.77999,88.119997,88.759999,1528600,68.525576
"99",89.08,89.61,87.290001,87.800005,1517600,67.784429
"100",87.58,88.369996,87.350005,87.389997,1276200,67.46789
"101",88.130004,89.139996,87.260007,88.079997,1116400,68.000593
"102",89.16,89.360001,87.890003,89.279992,1127800,68.927027
"103",89.470003,89.639993,88.249995,88.659995,1021500,68.448369
"104",89.08999,89.480001,88.400006,89.039992,2798000,68.741739
"105",88.790001,90.949991,88.63999,89.85,1444500,69.367092
"106",89.029994,89.420005,87.819992,87.969995,1273800,68.410572
"107",88.019993,88.019993,83.840001,84.480003,2312200,65.696552
"108",84.419999,85.480006,83.959993,85.190007,2134400,66.248692
"109",84.500007,85.620002,83.199999,83.550002,1658000,64.973329
"110",82.91999,83.949987,82.539993,83.089997,1641900,64.615602
"111",83.419996,83.800001,81.830006,81.98,1327300,63.752404
"112",81.379998,81.779999,78.369999,79.129993,3337800,61.536074
"113",79.370002,79.939993,78.599994,78.999995,1566100,61.43498
"114",80.140003,80.289997,78.580006,79.189998,2052300,61.582737
"115",79.239996,80.239999,78.059996,80.219994,1709700,62.383722
"116",79.929996,81.16001,79.739993,80.959992,1651800,62.959187
"117",79.999998,80.729998,79.669991,80.719992,1521100,62.772549
"118",80.990003,82.460001,80.880001,82.210002,1182800,63.931268
"119",81.300006,82.320005,81.300006,81.759995,466000,63.581316
"120",81.109995,82.040004,80.519991,81.859999,1073800,63.659085
"121",81.249991,82.210002,80.889998,81.579998,1689800,63.44134
"122",82.779994,82.849996,81.579998,82.009993,1276700,63.775729
"123",82.040004,82.629991,81.449992,82.519989,1589400,64.172331
"124",82.159996,83.069992,81.830006,82.849996,799700,64.428964
"125",82.420001,82.720006,81.190004,82.580001,1277100,64.219001
"126",83.110001,84.079993,82.889996,83.539996,1729000,64.965548
"127",83.44,83.550002,81.730001,82.230007,1588900,63.946824
"128",82.589991,82.900002,81.249991,81.480002,1106200,63.363577
"129",81.430004,82.190007,81.33,81.770001,844000,63.589097
"130",81.830006,82.830009,81.819999,82.099992,603900,63.845717
"131",81.949997,83.370006,81.230004,81.559994,1129500,63.425784
"132",81.249991,82.249994,80.260003,80.329997,1307400,62.469266
"133",80.629993,80.900005,79.679997,80.079998,1050700,62.274853
"134",80.069992,80.329997,79.589999,79.900002,2145600,62.134877
"135",79.900002,80.699987,79.819993,80.650006,1474700,62.718124
"136",80.900005,81.949997,80.340003,81.779999,1271500,63.596872
"137",81.759995,83.350002,81.730001,82.499993,952600,64.156781
"138",82.190007,82.810004,81.98,82.109998,915200,63.853499
"139",81.909997,83.049997,81.659999,83.029992,647200,64.56894
"140",83.029992,83.529998,82.580001,83.260004,606300,64.74781
"141",83.419996,84.199994,82.570004,84.000002,866100,65.323275
"142",83.689999,84.059989,83.260004,83.709994,565400,65.097749
"143",83.679992,84.089991,83.179995,83.329997,820100,64.802241
"144",83.910003,85.519998,83.6,85.420002,1426400,66.427549
"145",85.769988,85.849997,83.660005,84.000002,1377000,65.323275
"146",83.699988,84.900008,83.529998,84.309996,923700,65.564345
"147",84.199994,84.509997,83.329997,83.750003,1727000,65.128862
"148",84.190004,84.33,82.769987,83.669994,1571700,65.066642
"149",82.999999,83.849999,82.580001,83.410006,1537100,64.86446
"150",83.929999,84.029995,82.120004,83.069992,770900,64.600046
"151",84.480003,85.209995,83.620005,84.05,1256100,65.362156
"152",84.160002,84.390005,83.550002,84.369992,803800,65.611001
"153",84.139998,86.16,83.870003,86.16,1329800,67.003015
"154",86.279992,87.099998,85.499993,86.989996,1104900,67.648468
"155",86.629995,86.879993,85.259993,85.609996,854900,66.5753
"156",85.339993,86.800002,85.339993,86.52999,970900,67.290741
"157",86.819989,86.819989,85.930005,86.609999,822700,67.35296
"158",86.4,87.069996,85.809997,86.379996,1060100,67.174097
"159",86.249998,87.189996,85.63999,87.150005,862700,67.7729
"160",86.89,87.329993,86.339996,87.110005,1173200,68.282409
"161",87.449993,88.709993,87.21999,88.659995,1198000,69.49739
"162",88.569996,88.96,86.809991,87.179999,1077900,68.337274
"163",87.550006,88.530005,87.389997,88.089987,1050700,69.050581
"164",88.620003,88.839991,87.37001,88.259993,1246000,69.183844
"165",87.879996,88.400006,86.970008,87.05999,968800,68.243204
"166",86.819989,87.37001,86.2,87.110005,935300,68.282409
"167",87.360003,87.360003,86.139995,86.220004,1257200,67.584769
"168",86.470003,87.559995,86.260004,87.229997,865300,68.376466
"169",87.229997,87.660008,86.839993,87.000002,980700,68.196182
"170",86.52999,87.999988,86.52999,87.890003,914100,68.893821
"171",87.449993,88.699995,87.449993,88.300002,956200,69.215205
"172",88.019993,89.339997,87.940001,88.989993,1110300,69.756065
"173",89.08,89.330007,87.890003,88.699995,797200,69.528745
"174",88.169995,89.499997,87.919997,88.709993,947000,69.536582
"175",89.009998,89.549995,87.879996,88.189999,1430200,69.128978
"176",88.019993,88.830001,87.919997,88.569996,714600,69.426844
"177",89.110002,89.839994,88.949993,89.830004,1220000,70.414519
"178",88.800008,89.730008,88.569996,89.190003,1504000,69.912845
"179",89.259996,89.839994,87.319995,88.249995,1384400,69.176007
"180",87.750007,88.499994,87.040002,87.839988,1134800,68.854616
"181",88.239989,90.01999,87.699992,89.980007,1296600,70.532101
"182",90.230006,93.370003,90.01999,93.330002,1712400,73.158042
"183",93.529995,93.529995,90.579992,91.180002,1696100,71.472734
"184",90.99,91.540003,89.510003,89.65,1744000,70.27342
"185",90.149997,90.99,89.659998,89.960003,1295500,70.51642
"186",89.789996,90.05999,87.829998,88.309991,1246900,69.223035
"187",88.620003,89.16,87.419991,87.619991,995700,68.682169
"188",87.849994,89.039992,87.669998,88.169995,1198900,69.113297
"189",88.180002,89.310003,87.379999,88.790001,870400,69.599298
"190",87.54,88.009995,87.079994,87.279995,976700,68.415658
"191",87.189996,88.489988,86.660005,88.400006,913900,69.293595
"192",87.750007,87.959997,86.939998,87.619991,911700,68.682169
"193",84.98,87.660008,84.98,86.979998,1087700,68.180501
"194",86.85,86.85,84.719995,85.069998,1625600,66.683321
"195",86.299996,86.550003,85.02,86.049997,1090500,67.451507
"196",87.079994,87.079994,85.789992,85.949993,1596900,67.373117
"197",87.079994,87.469997,86.370007,86.800002,942400,68.039409
"198",86.819989,87.360003,85.789992,85.809997,915200,67.263379
"199",85.51,85.690005,84.160002,84.579999,1196000,66.299228
"200",84.94,85.190007,84.240002,84.769993,1286300,66.448158
"201",84.880004,85.899995,84.790006,85.549992,1241800,67.05957
"202",85.599998,85.67,84.849994,85.119997,1505000,66.722513
"203",84.999996,85.690005,84.309996,85.249995,1574200,66.824414
"204",85.719998,86.919994,85.399997,86.85,1272600,68.0786
"205",86.660005,87.890003,86.470003,87.5,1212600,68.588112
"206",87.989999,88.449996,87.479995,87.999988,1946100,68.980035
"207",88.040005,88.290004,87.609994,88.029999,1152700,69.003559
"208",87.719996,88.92,87.679996,88.369996,1057700,69.270071
"209",88.969998,88.969998,88.009995,88.589992,928600,69.442518
"210",88.339994,88.349992,86.85,87.910007,1385900,68.909502
"211",88.279998,88.540003,87.199986,87.54,1087900,68.619466
"212",87.589989,88.780003,87.589989,88.349992,1314300,69.25439
"213",87.819992,88.809997,87.769994,88.169995,1082400,69.113297
"214",88.420002,88.580003,87.440004,87.829998,1182900,68.846786
"215",87.449993,89.739998,87.419991,89.61,1216900,70.242065
"216",89.800002,90.879997,89.449999,90.769995,1467100,71.151344
"217",89.629995,89.910005,88.949993,89.669987,1207000,70.289087
"218",89.659998,90.569994,89.379988,90.5,1228300,70.939705
"219",91.709993,91.709993,90.410002,91.410005,932100,71.653025
"220",91.559991,92.230003,90.959989,92.219997,739800,72.287948
"221",92.349995,93.79,91.92,93.399996,1105500,73.212908
"222",93.749999,94.469993,93.080004,94.279999,1324800,73.90271
"223",94.609989,95.259998,93.949992,95.17,1339400,74.60035
"224",95.179997,97.269993,95.009991,96.599998,1980200,75.721274
"225",96.71,96.839998,95.33999,96.679989,1277500,75.783977
"226",97.179995,97.760001,95.920004,96.839998,946300,75.909402
"227",96.829992,97.929999,94.469993,95.86,1678100,75.141216
"228",96.010002,96.570004,94.579996,95.050008,1446400,74.506292
"229",94.050005,94.740005,93.460001,94.19999,1514900,74.379947
"230",95.219998,95.219998,93.900002,93.999998,1630800,74.222034
"231",94.039998,95.199993,93.900002,94.790003,869600,74.845818
"232",95.219998,96.499993,95.059997,96.499993,1331000,76.19602
"233",96.170003,96.309999,95.069995,95.16001,1186600,75.137975
"234",94.779996,95.530001,93.900002,95.509996,1565400,75.414322
"235",95.599995,95.599995,94.360008,94.779996,1336900,74.837917
"236",94.699988,96.080004,94.439999,95.430005,927600,75.351161
"237",95.190004,95.899991,94.439999,95.349996,1051400,75.287987
"238",95.559994,96.769988,94.80999,96.589991,912600,76.267082
"239",96.989992,97.510002,96.26999,97.110001,768500,76.67768
"240",96.989992,97.329998,95.639995,95.930002,1036000,75.745957
"241",94.830003,95.440002,94.48,94.519991,1083200,74.632618
