"","ORLY.Open","ORLY.High","ORLY.Low","ORLY.Close","ORLY.Volume","ORLY.Adjusted"
"111",59.919998,59.98,59.18,59.32,783700,59.32
"112",58.860001,59.68,58.369999,58.380001,1090100,58.380001
"113",58.349998,58.98,58.07,58.82,1199500,58.82
"114",59.27,60,59,59.439999,1056700,59.439999
"115",59.470001,59.630001,59.09,59.5,681300,59.5
"116",60,60.82,59.5,60.240002,1194500,60.240002
"117",59.93,59.950001,59.259998,59.869999,834000,59.869999
"118",60.27,61,60.080002,60.709999,1058600,60.709999
"119",60.389999,60.91,60.299999,60.669998,294400,60.669998
"120",60.27,60.490002,59.259998,59.919998,970900,59.919998
"121",59.509998,60.34,59.009998,60.18,1467100,60.18
"122",60.740002,61.32,60.52,60.709999,919100,60.709999
"123",60.77,61.75,60.630001,61.75,1167000,61.75
"124",61.540001,61.860001,61.240002,61.610001,1023900,61.610001
"125",61.630001,61.82,61.110001,61.189999,710900,61.189999
"126",61.959999,62.400002,60.220001,60.540001,1771400,60.540001
"127",60.68,61.18,60.68,61.130001,1121700,61.130001
"128",61.400002,61.540001,60.529999,61.540001,1271400,61.540001
"129",61.650002,61.799999,61.18,61.450001,689400,61.450001
"130",61.860001,62.040001,61.110001,61.27,936900,61.27
"131",61.560001,62.029999,61.200001,61.810001,1135000,61.810001
"132",61.830002,62.240002,61.509998,62.009998,950200,62.009998
"133",61.98,63.049999,61.860001,63.040001,1633700,63.040001
"134",62.970001,63.029999,62.299999,62.77,3166000,62.77
"135",62.98,63.040001,62.25,62.540001,955300,62.540001
"136",62.82,62.98,61.810001,61.93,729400,61.93
"137",61.889999,62.099998,61.119999,61.209999,789400,61.209999
"138",61.07,61.150002,60.060001,60.240002,1390800,60.240002
"139",60.150002,60.959999,59.209999,60.540001,839700,60.540001
"140",60.470001,60.849998,60.299999,60.639999,503300,60.639999
"141",60.880001,61.119999,60.5,60.639999,615500,60.639999
"142",60.700001,61.060001,60.5,60.950001,360700,60.950001
"143",60.959999,61.060001,60.279999,60.419998,422000,60.419998
"144",60.990002,61.700001,60.43,60.689999,945100,60.689999
"145",60.509998,60.619999,57.900002,58.110001,1658000,58.110001
"146",58.040001,58.59,57.389999,58.27,1349100,58.27
"147",58.18,58.18,56.349998,56.439999,1342200,56.439999
"148",56.639999,56.709999,56.02,56.43,1445400,56.43
"149",56.299999,56.93,56.200001,56.759998,1455000,56.759998
"150",56.830002,57.490002,56.23,56.25,1128000,56.25
"151",56.82,57.490002,56.41,57.16,1041900,57.16
"152",57.150002,57.150002,56.619999,56.709999,760400,56.709999
"153",56.669998,57.310001,56.450001,57.310001,852300,57.310001
"154",57.450001,57.919998,56.68,56.91,836400,56.91
"155",56.650002,57.610001,56.470001,57.400002,1504500,57.400002
"156",57.360001,58.599998,57.360001,57.880001,1198200,57.880001
"157",58.029999,58.049999,57.02,57.5,1009200,57.5
"158",57.330002,57.490002,56.509998,57.25,908500,57.25
"159",57,57.029999,55.849998,56.290001,1073900,56.290001
"160",56.299999,57.029999,55.599998,56.990002,1081500,56.990002
"161",57.18,57.82,56.880001,57.73,1212700,57.73
"162",57.639999,57.77,56.439999,56.509998,1092500,56.509998
"163",56.549999,57.439999,56.290001,56.830002,835400,56.830002
"164",57.310001,57.459999,56.849998,56.919998,875600,56.919998
"165",56.709999,57.150002,55.52,55.650002,989800,55.650002
"166",55.619999,56.630001,55.5,56.5,828700,56.5
"167",56.400002,57.650002,56.27,57.580002,1051700,57.580002
"168",57.580002,57.98,57.509998,57.740002,773700,57.740002
"169",57.669998,58.23,57.52,58.209999,790600,58.209999
"170",58.09,58.509998,57.799999,58.310001,819200,58.310001
"171",58,58,56.52,57.389999,1381500,57.389999
"172",57.360001,57.779999,56.689999,57.630001,1061500,57.630001
"173",57.310001,57.630001,56.639999,57.330002,974700,57.330002
"174",57.25,57.700001,56.900002,57.700001,956300,57.700001
"175",59.09,59.349998,57.959999,58.279999,1371100,58.279999
"176",56.869999,57,55.139999,55.25,4410900,55.25
"177",54.939999,55.919998,54.720001,55.25,1927900,55.25
"178",53.869999,55.580002,53.439999,55.02,1980200,55.02
"179",54.889999,55.23,54.040001,54.419998,1916000,54.419998
"180",54.419998,54.939999,53.330002,54.580002,2543300,54.580002
"181",54.639999,55.43,54.599998,55.34,1453600,55.34
"182",55.68,56.799999,55.18,55.580002,1439000,55.580002
"183",55.619999,55.959999,54.849998,55.150002,1294200,55.150002
"184",55.040001,56.080002,55.040001,55.91,1007000,55.91
"185",56.150002,56.790001,55.740002,56.549999,838300,56.549999
"186",56.34,56.669998,55.869999,56.380001,704500,56.380001
"187",56.66,56.830002,55.380001,55.380001,1409900,55.380001
"188",55.459999,56.279999,55.110001,56,801500,56
"189",55.830002,56.259998,55.57,55.959999,633700,55.959999
"190",55.48,55.950001,55.27,55.73,987300,55.73
"191",55.439999,56.150002,54.779999,56.02,847500,56.02
"192",55.540001,55.77,54.810001,55.57,878400,55.57
"193",54.639999,55.950001,54.5,55.330002,1062200,55.330002
"194",54.970001,55.580002,54.560001,55.07,1168800,55.07
"195",55.689999,56.02,55,55.459999,847200,55.459999
"196",56.150002,56.16,55.049999,55.470001,1754700,55.470001
"197",56.130001,57.290001,56.029999,56.450001,981000,56.450001
"198",56.32,56.580002,56.040001,56.509998,847900,56.509998
"199",56.369999,57.32,55.799999,57.130001,562400,57.130001
"200",57.41,58.279999,57.189999,57.889999,682700,57.889999
"201",57.990002,58.5,57.790001,58.119999,642500,58.119999
"202",58.34,58.549999,56.709999,56.720001,799300,56.720001
"203",56.779999,57.009998,56.509998,56.830002,830100,56.830002
"204",57.32,57.889999,56.959999,57.849998,585400,57.849998
"205",57.799999,57.98,56.82,57.459999,1088200,57.459999
"206",57.599998,58.310001,57.599998,57.880001,662700,57.880001
"207",57.75,57.84,56.119999,57.669998,1451300,57.669998
"208",57.52,59.09,57.52,58.23,1399700,58.23
"209",58.57,58.630001,57.439999,57.490002,982100,57.490002
"210",57.43,58.040001,56.93,57.200001,917300,57.200001
"211",57.330002,57.400002,56.259998,56.5,770200,56.5
"212",56.5,56.68,55.639999,56.310001,1159200,56.310001
"213",56.099998,56.59,55.990002,56.049999,848800,56.049999
"214",55.150002,55.599998,54.98,55.380001,1435700,55.380001
"215",55.080002,55.959999,55.080002,55.84,943000,55.84
"216",55.610001,56.549999,55.610001,56.34,1077700,56.34
"217",55.700001,56.869999,55.470001,56.779999,974800,56.779999
"218",56.720001,56.950001,56.220001,56.639999,578300,56.639999
"219",57.290001,58.099998,57.240002,58.09,891300,58.09
"220",58.09,58.240002,57.549999,58.029999,565500,58.029999
"221",58.099998,58.200001,57.549999,58.07,529000,58.07
"222",59.209999,59.209999,57.77,57.970001,1100000,57.970001
"223",58.02,58.689999,57.98,58.450001,1203600,58.450001
"224",58.889999,58.98,57.27,58.549999,1900000,58.549999
"225",58.560001,59.5,58.389999,59.060001,2111900,59.060001
"226",59.27,59.889999,59.220001,59.549999,1344400,59.549999
"227",59.290001,60,59.290001,59.669998,1300000,59.669998
"228",59.599998,60.259998,59.360001,59.650002,1092900,59.650002
"229",59.549999,60.32,59,59.869999,1300000,59.869999
"230",60.32,60.599998,59.700001,59.700001,795500,59.700001
"231",59.669998,59.970001,59.299999,59.66,585100,59.66
"232",59.75,60.299999,59.709999,60.259998,793300,60.259998
"233",60.060001,60.860001,59.959999,60.77,1200000,60.77
"234",59.560001,61.240002,59.560001,61.169998,711000,61.169998
"235",61.25,61.290001,60.529999,60.900002,711100,60.900002
"236",61.130001,61.130001,59.959999,60.259998,901000,60.259998
"237",60.169998,60.279999,59.41,59.509998,1221500,59.509998
"238",59.369999,60.220001,59.200001,60.189999,1006400,60.189999
"239",59.380001,59.389999,57.919998,58.59,2633200,58.59
"240",58.419998,58.419998,57.619999,57.889999,2299900,57.889999
"241",57.360001,59.459999,57.110001,59.02,2200000,59.02
"242",59.380001,59.900002,59.049999,59.169998,1640000,59.169998
"243",58.98,59.709999,58.73,59.5,909100,59.5
"244",59.290001,59.860001,59.110001,59.689999,855800,59.689999
"245",59.57,59.900002,59.529999,59.689999,620500,59.689999
"246",59.93,60.110001,59.610001,60.110001,1634200,60.110001
"247",59.900002,60.34,59.43,59.5,1206100,59.5
"248",59.310001,59.650002,59.029999,59.580002,1199600,59.580002
"249",59.009998,59.369999,58.790001,58.990002,1157700,58.990002
"250",58.779999,59.18,58.580002,58.919998,1443300,58.919998
"251",59,59.759998,58.900002,59.490002,1824200,59.490002
"252",59.400002,59.400002,58.82,58.959999,1512600,58.959999
"253",58.959999,59.900002,58.709999,59.799999,974200,59.799999
"254",59.75,59.75,59.220001,59.27,1038900,59.27
"255",59.200001,59.889999,59.16,59.5,1017000,59.5
"256",59.740002,60.5,59.48,60.080002,1265200,60.080002
"257",59.619999,60.150002,59.509998,59.970001,824000,59.970001
"258",60.25,61.290001,59.919998,61.169998,1350200,61.169998
"259",61.900002,62.450001,61.540001,62.02,2101000,62.02
"260",61.939999,63.029999,61.880001,63,1085500,63
"261",63.16,63.75,62.549999,63.75,1335500,63.75
"262",63.619999,64.610001,63.540001,63.560001,928400,63.560001
"263",63.09,64.650002,62.950001,64.599998,1574600,64.599998
"264",64.400002,64.580002,63.580002,64,767600,64
"265",63.990002,64.699997,63.490002,64.400002,1073300,64.400002
"266",64.519997,65.110001,64.260002,64.989998,621700,64.989998
"267",65.139999,65.370003,64.260002,64.599998,764000,64.599998
"268",64.839996,65.629997,64.5,65.510002,1188700,65.510002
"269",65.610001,66.519997,65.550003,66.209999,1663100,66.209999
"270",66.220001,66.349998,65.650002,66.040001,1160900,66.040001
"271",65.919998,66.459999,65.620003,65.699997,1187100,65.699997
"272",66.160004,66.389999,65.610001,65.769997,1470000,65.769997
"273",65.220001,65.989998,65.139999,65.419998,999000,65.419998
"274",64.910004,65.470001,64.110001,64.419998,1248800,64.419998
"275",64.550003,65.18,64.389999,64.639999,1139500,64.639999
"276",65,65.339996,64.120003,64.339996,1072000,64.339996
"277",64.43,64.599998,63.349998,63.689999,999700,63.689999
"278",63.82,64,62.630001,63.09,1189300,63.09
"279",62.880001,62.91,61.900002,62.200001,1199700,62.200001
"280",62.52,62.869999,62.02,62.360001,1203700,62.360001
"281",62.18,62.450001,61.5,61.889999,1244100,61.889999
"282",62.23,62.509998,61.610001,61.900002,1764100,61.900002
"283",62,62.59,61.970001,62.189999,1362000,62.189999
"284",61.669998,62.700001,61.669998,62.060001,853700,62.060001
"285",62.18,62.41,61.59,62.110001,1073700,62.110001
"286",61.689999,61.970001,61.169998,61.450001,1767600,61.450001
"287",59,61.32,58.32,59.540001,4579000,59.540001
"288",59.25,60.389999,59.040001,59.5,2046500,59.5
"289",59.080002,59.619999,58.34,58.689999,2232300,58.689999
"290",58.139999,59.240002,56.919998,56.98,2750500,56.98
"291",57.07,58.459999,56.790001,58.130001,2079500,58.130001
"292",57.580002,58.060001,56.619999,56.91,3357400,56.91
"293",57.689999,58.639999,56.25,58.349998,3781500,58.349998
"294",57.41,59.16,57.41,57.509998,4917200,57.509998
"295",58.16,59.990002,57.48,59.990002,4339600,59.990002
"296",58.900002,59.080002,57.450001,57.529999,2804900,57.529999
"297",58.009998,59.59,58.009998,59.02,3398200,59.02
"298",59.150002,60.720001,58.84,60.23,1856600,60.23
"299",60.369999,60.830002,59.849998,60.740002,1492700,60.740002
"300",60.09,60.950001,59.610001,60.66,1365900,60.66
"301",60.860001,61.700001,60.25,61.060001,1411900,61.060001
"302",59.880001,61.619999,59.029999,61.360001,2971700,61.360001
"303",60.549999,62.59,60.549999,61.07,2355200,61.07
"304",62.060001,62.450001,61.450001,61.84,1804200,61.84
"305",62,63.639999,61.799999,63.189999,3233200,63.189999
"306",62.869999,64.800003,62.860001,63.959999,2884900,63.959999
"307",63.98,64.220001,62.849998,62.93,1792800,62.93
"308",62.810001,64.160004,62.220001,63.93,2064600,63.93
"309",64.370003,65.25,63.75,65.239998,1647000,65.239998
"310",64.760002,65.470001,64.760002,65.150002,1912400,65.150002
"311",65.440002,66.019997,64.540001,64.879997,1982400,64.879997
"312",64.470001,66.099998,63.389999,65.720001,2186100,65.720001
"313",64.57,66.370003,64.559998,65.75,2072900,65.75
"314",64.110001,66.699997,64.050003,66.599998,1388900,66.599998
"315",67,68.489998,66.650002,68.43,1539700,68.43
"316",68.099998,68.349998,67.32,67.410004,1097200,67.410004
"317",67.239998,68.25,66.910004,67.290001,1415700,67.290001
"318",66.480003,67.589996,66.209999,66.760002,2005400,66.760002
"319",67,68.290001,66.620003,68.110001,1793900,68.110001
"320",68.32,70.559998,67.529999,69.75,1694100,69.75
"321",69.970001,70.82,69.459999,70.629997,929300,70.629997
"322",70.800003,71.699997,70.510002,71.139999,2078800,71.139999
"323",70.599998,72,70.540001,71.720001,1114500,71.720001
"324",71.739998,71.779999,70.089996,70.419998,1449900,70.419998
"325",70.529999,71.290001,69.760002,69.790001,1045200,69.790001
"326",68.660004,69.599998,67.949997,68.610001,1353800,68.610001
"327",68.57,69.5,68.18,69.139999,862700,69.139999
"328",69.410004,69.959999,68.660004,69.360001,1253300,69.360001
"329",70.379997,70.959999,68.160004,68.559998,1685000,68.559998
"330",69.029999,70.25,68.730003,68.809998,1320800,68.809998
"331",69.699997,69.730003,65.580002,67.349998,1545500,67.349998
"332",66.419998,68.129997,66.059998,66.629997,1475400,66.629997
"333",66.339996,66.669998,64.879997,64.970001,1236400,64.970001
"334",63.970001,67.379997,63.75,67.260002,1438100,67.260002
"335",67.330002,67.639999,65.57,66.910004,1009900,66.910004
"336",67.010002,67.690002,66.330002,67.57,1359200,67.57
"337",67.849998,68.360001,67.010002,67.669998,973200,67.669998
"338",68.400002,69.610001,67.769997,69.57,839300,69.57
"339",69.449997,69.82,68.660004,69.650002,558300,69.650002
"340",69.849998,69.940002,68.040001,68.370003,1232100,68.370003
"341",68.349998,69.080002,68.050003,68.709999,852900,68.709999
"342",69.330002,69.849998,68.480003,69.82,633100,69.82
"343",70,71.220001,68.769997,69,1547300,69
"344",69.029999,70.120003,68.720001,69.739998,703100,69.739998
"345",69.629997,71.199997,69.629997,69.889999,754300,69.889999
"346",70.139999,70.910004,69.580002,70.739998,873600,70.739998
"347",71.440002,71.440002,69.769997,70.419998,1543900,70.419998
"348",70.309998,71.860001,70.309998,71.059998,1461700,71.059998
"349",70.910004,71.769997,70.290001,70.910004,882900,70.910004
"350",72.099998,72.120003,69.139999,70.199997,1521000,70.199997
"351",74.379997,76.879997,73.970001,76.129997,3004100,76.129997
"352",75.75,77.349998,75.709999,76.07,1564900,76.07
"353",75.669998,77.290001,75.5,76.050003,863300,76.050003
"354",74.139999,77.18,74.139999,76.449997,1410500,76.449997
"355",77.019997,77.07,75.910004,76.32,716200,76.32
"356",76.449997,77.489998,75.580002,77.360001,1042400,77.360001
"357",76.800003,77.440002,75.959999,76.900002,877000,76.900002
"358",76.699997,76.919998,75.889999,76.919998,1447700,76.919998
"359",77.470001,77.870003,76.389999,77.309998,940400,77.309998
"360",76.419998,77.989998,76.190002,76.989998,2348600,76.989998
"361",77.349998,77.349998,76.190002,76.379997,1066300,76.379997
"362",77.220001,78.989998,76.959999,78.699997,750200,78.699997
"363",78.75,78.989998,77.43,77.769997,501600,77.769997
"364",77.510002,78.519997,77.309998,78.290001,624100,78.290001
"365",77.75,77.860001,76.379997,76.620003,760300,76.620003
"366",76.650002,77,75.260002,76.050003,876300,76.050003
"367",75.959999,76.050003,75.089996,75.470001,1324900,75.470001
"368",75.029999,75.980003,74.529999,75.779999,1064300,75.779999
"369",76.07,76.099998,75.059998,75.360001,726800,75.360001
"370",74.849998,75.330002,74.150002,74.419998,866000,74.419998
"371",74.07,75.589996,73.900002,75.510002,1088600,75.510002
"372",76.959999,77.089996,75.389999,75.730003,941300,75.730003
"373",75.620003,76.769997,75.489998,75.919998,801600,75.919998
"374",77,77.669998,76.379997,77.239998,1086000,77.239998
"375",77.309998,78.260002,76.919998,77.699997,641000,77.699997
"376",78.099998,78.239998,77.029999,77.029999,609000,77.029999
"377",78.330002,80.669998,78.150002,79.529999,1288500,79.529999
"378",80,80.419998,79.440002,79.540001,827000,79.540001
"379",79.029999,79.400002,78.470001,79.019997,825900,79.019997
"380",78.410004,79.660004,78.400002,78.919998,886800,78.919998
"381",79.279999,81.239998,79.059998,81.040001,995900,81.040001
"382",80.589996,81.110001,80.099998,80.93,1273300,80.93
"383",81.099998,81.209999,78.57,78.910004,939100,78.910004
"384",78.849998,79.18,77.690002,78.580002,980500,78.580002
"385",78.949997,79.489998,78.559998,78.949997,912700,78.949997
"386",79.419998,80.900002,79.199997,79.879997,2014400,79.879997
"387",80.400002,80.470001,78.730003,78.970001,512700,78.970001
"388",79.949997,81.43,79.949997,81.309998,803400,81.309998
"389",81.580002,81.830002,80.400002,80.709999,643000,80.709999
"390",80.800003,81.120003,79.910004,80.110001,753100,80.110001
"391",80.660004,81.580002,80.089996,81.550003,504700,81.550003
"392",81.260002,82.080002,81.129997,81.699997,380600,81.699997
"393",81.849998,82.169998,80.639999,80.970001,551600,80.970001
"394",81.129997,81.580002,80.730003,80.989998,470500,80.989998
"395",80.879997,80.980003,79.940002,79.949997,587300,79.949997
"396",80.949997,81.230003,78.099998,78.150002,1233900,78.150002
"397",78.370003,79.959999,77.769997,79.339996,1121500,79.339996
"398",79.220001,80.669998,78.540001,80.410004,723000,80.410004
"399",80.279999,80.400002,79.510002,79.860001,414300,79.860001
"400",80.059998,80.540001,79.959999,80.400002,761900,80.400002
"401",80.93,81.379997,80.650002,80.900002,712500,80.900002
"402",81.07,81.5,81,81.379997,460400,81.379997
"403",81.639999,81.889999,80.900002,81.82,647400,81.82
"404",81.5,81.959999,81.120003,81.599998,385700,81.599998
"405",82,82.809998,81.699997,82.300003,714500,82.300003
"406",82.199997,83.910004,81.879997,83.68,692300,83.68
"407",83.889999,85.32,83.870003,84.779999,1179000,84.779999
"408",84.940002,85.089996,82.089996,82.279999,1872100,82.279999
"409",82.18,82.779999,80.980003,81.260002,1222500,81.260002
"410",80.949997,82.169998,80.900002,81.809998,879600,81.809998
"411",81.879997,82.720001,81.620003,82.57,713000,82.57
"412",83.230003,83.800003,81.809998,81.989998,963000,81.989998
"413",82.040001,83.010002,81.839996,82.559998,756800,82.559998
"414",82.309998,82.800003,81.559998,82.349998,681000,82.349998
"415",82.589996,82.589996,81.389999,81.510002,954200,81.510002
"416",81.529999,82.190002,81.489998,81.980003,1029100,81.980003
"417",82.089996,82.379997,81.419998,81.540001,942600,81.540001
"418",82.43,83.75,82.290001,82.830002,1028300,82.830002
"419",82.5,83.379997,82.059998,82.360001,796500,82.360001
"420",82.269997,83.860001,82,83.849998,1011300,83.849998
"421",83.900002,84,82.349998,83.440002,1594400,83.440002
"422",81.919998,84.760002,81.900002,84.339996,1946300,84.339996
"423",82.5,84.150002,82.5,83.449997,1075900,83.449997
"424",83.660004,83.989998,82.989998,83.230003,1038800,83.230003
"425",83.099998,84.010002,82.980003,84,1048200,84
"426",84,84.209999,83,83.449997,1076000,83.449997
"427",83.660004,85.110001,83.660004,84.510002,1560700,84.510002
"428",84.550003,85.18,84.169998,84.550003,1693700,84.550003
"429",84.459999,84.879997,83.970001,84.459999,958000,84.459999
"430",84.230003,85.080002,84.220001,84.769997,841600,84.769997
"431",84.690002,86.589996,84.400002,86.400002,1676400,86.400002
"432",86.330002,86.720001,85.389999,85.669998,1128500,85.669998
"433",85.199997,86.18,85.199997,85.690002,911200,85.690002
"434",86,87.360001,85.769997,87.339996,1279800,87.339996
"435",87.050003,87.050003,86.330002,86.5,1509400,86.5
"436",86.639999,88.18,86.519997,88.080002,1062800,88.080002
"437",88.010002,88.709999,87.699997,88.330002,628300,88.330002
"438",88.330002,89.980003,88.309998,89.849998,852400,89.849998
"439",89.169998,90.160004,89.099998,89.349998,719700,89.349998
"440",89.5,90.309998,88.980003,90.099998,847000,90.099998
"441",90.269997,90.940002,89.889999,89.919998,825200,89.919998
"442",90.279999,90.68,89.75,90.419998,846300,90.419998
"443",90.459999,90.529999,89.949997,90.059998,844500,90.059998
"444",90.459999,90.849998,89.550003,90.07,918200,90.07
"445",90.110001,90.269997,89.940002,90.209999,801100,90.209999
"446",90.110001,90.32,89.610001,90.209999,899500,90.209999
"447",89.910004,90.160004,88.949997,89.040001,1036900,89.040001
"448",89.099998,89.779999,88.68,89.510002,760200,89.510002
"449",89.230003,90,89.099998,89.849998,694200,89.849998
"450",89.709999,90.260002,89.629997,89.769997,867500,89.769997
"451",89.470001,90.809998,89.209999,90.360001,778800,90.360001
"452",90.209999,90.470001,89.010002,90.040001,663900,90.040001
"453",90.620003,91.769997,90.559998,91.510002,863500,91.510002
"454",91.379997,91.620003,90.629997,91.269997,459200,91.269997
"455",91.080002,91.220001,90.040001,90.690002,584600,90.690002
"456",90.080002,90.589996,89.809998,90.559998,845100,90.559998
"457",91.019997,91.790001,90.5,91.349998,1175800,91.349998
"458",91.190002,93.089996,91.089996,92.860001,1021100,92.860001
"459",93.099998,94.269997,92.839996,93.650002,1187800,93.650002
"460",92.790001,93.25,91.93,92.860001,843200,92.860001
"461",92.68,93.43,92.32,92.650002,564300,92.650002
