"","CELG.Open","CELG.High","CELG.Low","CELG.Close","CELG.Volume","CELG.Adjusted"
"1",51.880001,52.669998,51.650002,52.400002,8815400,26.200001
"2",51.740002,53.52,51.639999,53.439999,7790800,26.719999
"3",53.400002,54.16,52.93,52.990002,7292400,26.495001
"4",53.380001,54.860001,53.25,54.84,7526600,27.42
"5",54.27,55.93,54.27,55.380001,7329600,27.690001
"6",55.959999,55.959999,54.849998,55.369999,6543400,27.684999
"7",55.279999,55.869999,55.02,55.349998,6672200,27.674999
"8",55.68,56,54.529999,54.880001,4898200,27.440001
"9",55.169998,56.049999,54.52,54.610001,6572600,27.305
"10",54.5,55.529999,54.02,55.380001,7970600,27.690001
"11",55.029999,55.450001,54.549999,54.790001,5907200,27.395
"12",54.790001,56.580002,54.470001,56.07,8529800,28.035
"13",56.07,56.740002,55.119999,55.889999,6001600,27.945
"14",55.080002,55.490002,52.900002,53.240002,9666200,26.620001
"15",50.919998,52,49.540001,50.82,23040800,25.41
"16",50.290001,50.48,48.560001,49.619999,14034800,24.809999
"17",49.84,51.130001,49.650002,50.740002,8824000,25.370001
"18",51.029999,51.049999,48.720001,49.02,9526000,24.51
"19",49.23,49.59,48.02,49.48,8894200,24.74
"20",49.689999,50.119999,49.150002,50.049999,6265400,25.025
"21",50.400002,51.240002,50.119999,51.18,6583000,25.59
"22",51.669998,51.68,50.689999,51.110001,6445600,25.555
"23",51.450001,52.950001,51.330002,52.34,7549400,26.17
"24",52.110001,52.610001,51.720001,52.130001,4878400,26.065001
"25",52.380001,53.360001,52.279999,53.290001,8745600,26.645
"26",53.310001,53.82,51.790001,52.040001,10420200,26.02
"27",52.27,52.799999,52.119999,52.599998,4497800,26.299999
"28",51.880001,52.150002,51.23,52.060001,5866200,26.030001
"29",52.02,52.380001,50.849998,51.09,8045000,25.545
"30",51.439999,52.900002,51.259998,52.34,5460000,26.17
"31",52.07,52.919998,51.630001,52.75,7421600,26.375
"32",53,54.549999,52.709999,54.490002,7414400,27.245001
"33",54.439999,54.740002,53.599998,54.200001,4955000,27.1
"34",54.279999,54.580002,52.75,52.849998,6541400,26.424999
"35",54.650002,54.889999,52.560001,53.700001,11252800,26.85
"36",53.25,55.490002,52.799999,55.150002,10448200,27.575001
"37",55.900002,56.689999,55.75,56.32,6874800,28.16
"38",56.16,56.459999,55.799999,56.259998,4777600,28.129999
"39",56.169998,57.02,56.110001,56.59,5493000,28.295
"40",56.290001,56.43,55.709999,56.040001,4164400,28.02
"41",55.07,56.75,54.889999,56.669998,6637200,28.334999
"42",57,57.16,56.279999,57.110001,4438600,28.555
"43",56.810001,58.009998,56.150002,57.810001,6611000,28.905001
"44",56.889999,57.049999,55.220001,55.509998,6096600,27.754999
"45",54.540001,56.509998,54.25,56.07,4952000,28.035
"46",55.639999,56.490002,55.610001,55.669998,3467600,27.834999
"47",55.259998,55.779999,54.75,55.490002,4290000,27.745001
"48",55.900002,55.939999,55.119999,55.389999,6002400,27.695
"49",55.27,55.919998,54.77,55.169998,6440800,27.584999
"50",55,55.169998,53.580002,53.91,8113800,26.955
"51",53.830002,54.060001,53.029999,53.669998,6607000,26.834999
"52",53.900002,54.790001,53.450001,53.5,3952000,26.75
"53",53.200001,53.200001,50.77,51.049999,14722000,25.525
