"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"77",51.490002,52.689999,51.369999,52.5,5146000,47.221219
"78",52.130001,52.34,51.560001,51.799999,4432200,46.591602
"79",52.290001,52.759998,51.709999,51.91,5454000,46.690542
"80",52.560001,53,51.939999,52.84,5008800,47.527033
"81",52.66,53.27,51.84,52.099998,3654700,46.861437
"82",52.509998,53.950001,52.299999,53.48,5938600,48.102681
"83",53.27,53.970001,52.939999,53.779999,4380400,48.372516
"84",54.130001,54.349998,52.689999,53.099998,3949300,47.760889
"85",53.189999,53.439999,52.759998,53.080002,3511500,47.742903
"86",53.029999,53.310001,52.59,52.84,3057100,47.527033
"87",52.709999,53.25,52.099998,53.049999,5104700,47.715917
"88",53.369999,53.880001,52.790001,52.919998,4751900,47.688881
"89",52.73,52.73,50.970001,51.75,7674500,46.634537
"90",52.029999,52.240002,50.689999,51.32,7616600,46.247042
"91",51.080002,53.080002,51.009998,53.009998,3886500,47.769985
"92",52.419998,53.82,52.419998,53.040001,6011700,47.797021
"93",52.959999,53.450001,52,52.740002,5958000,47.526677
"94",52.59,54.360001,52.400002,53.560001,7742200,48.26562
"95",53.790001,54.73,53.650002,54.720001,5072800,49.310955
"96",55,55,53.849998,54,4102200,48.662125
"97",53.759998,54.330002,53.599998,54,3305900,48.662125
"98",53.669998,54.610001,53.459999,53.75,4741400,48.436837
"99",54.080002,54.299999,53.259998,53.639999,2417900,48.33771
"100",53.509998,54.18,53.360001,53.900002,2380300,48.572011
"101",54.080002,54.599998,52.52,53.169998,3979100,47.914169
"102",53.470001,53.490002,52.650002,52.900002,3271600,47.670861
"103",52.900002,54.080002,52.549999,54.060001,5808300,48.716195
"104",54.540001,56,54.310001,55.93,6551600,50.401346
"105",56.470001,59,56.119999,58.41,10117500,52.636199
"106",57.84,58.259998,56.73,57.650002,4569100,51.951326
"107",57.91,58.049999,56.080002,56.25,5330700,50.689714
"108",56.299999,57.349998,55.91,57.32,4722000,51.653944
"109",56.869999,58.080002,56.759998,57.810001,5629400,52.09551
"110",57.330002,58.02,56.470001,56.639999,4113600,51.041162
"111",56.950001,57.330002,56.639999,56.959999,3207800,51.32953
"112",56.650002,56.689999,55,55.610001,5268600,50.112978
"113",55.740002,56.150002,55.27,55.400002,3842800,49.923737
"114",56.18,56.950001,55.860001,56.23,4984900,50.67169
"115",56.009998,56.380001,55.59,56.290001,2859600,50.725761
"116",55.73,56.07,55.209999,55.580002,2992900,50.085944
"117",54.709999,55.220001,54.5,54.650002,3790800,49.247874
"118",55,55.119999,54.290001,54.66,2928300,49.256884
"119",54.029999,54.939999,54.029999,54.119999,1170200,48.770262
"120",53.84,54.669998,53.66,54.32,3170300,48.950493
"121",53.849998,54.369999,53.720001,53.849998,4796400,48.526951
"122",54.619999,55.23,54.25,55.169998,4177400,49.71647
"123",55.119999,56.740002,55.040001,56.57,6182600,50.978082
"124",56.290001,57.380001,55.860001,57.259998,3655500,51.599874
"125",56.98,57.48,56.799999,57.310001,2951800,51.644934
"126",58.080002,58.23,57.549999,57.860001,6348300,52.140566
"127",57.919998,60.18,57.759998,60.18,7516300,54.231235
"128",60.549999,61.790001,60.43,61.57,9553600,55.483834
"129",61.509998,61.779999,60.32,60.669998,7532900,54.672797
"130",61.240002,61.349998,59.77,60,7282100,54.069028
"131",60.02,60.98,60.02,60.41,4573800,54.438499
"132",60.41,60.43,58.48,58.560001,6991200,52.771372
"133",58.799999,59.389999,57.880001,58.419998,5137000,52.645209
"134",58.509998,58.889999,58.310001,58.5,3687200,52.717302
"135",58.73,59.200001,58.619999,58.630001,2758100,52.834453
"136",58.91,60.23,58.740002,60.110001,3137400,54.168155
"137",60.07,61.32,60.07,60.619999,3220900,54.62774
"138",60.439999,60.669998,59.77,60.110001,2369600,54.168155
"139",59.990002,60.419998,59.73,60.400002,1499700,54.429489
"140",60.41,60.919998,59.900002,60.790001,2161000,54.780938
"141",60.880001,61.259998,60.599998,61.189999,2691300,55.141396
"142",60.990002,61.099998,60.509998,60.880001,2431700,54.862041
"143",60.77,61.02,60.59,60.720001,1329500,54.717857
"144",61.290001,61.919998,61.290001,61.459999,3871600,55.384707
"145",61.669998,61.889999,60.130001,60.630001,3621000,54.636754
"146",60.650002,61.849998,60.48,61.799999,5537400,55.691098
"147",61.709999,63.18,61.450001,62.279999,4905100,56.12365
"148",62.529999,62.700001,61.110001,61.939999,4480500,55.817259
"149",61.369999,62.049999,61.16,61.619999,2296900,55.528891
"150",61.889999,62.130001,61.23,61.720001,3343700,55.619008
"151",62.23,62.82,62.110001,62.200001,3794700,56.142525
"152",62.290001,62.299999,61.040001,61.130001,3388700,55.176729
"153",61.130001,64.339996,61.080002,64.220001,7076600,57.965803
"154",63.32,64.07,62.849998,63.240002,4071700,57.081243
"155",62.68,63.349998,61.48,61.810001,5511300,55.790506
"156",60.709999,61.419998,59.91,61,6808600,55.059388
"157",61.990002,62.07,60.200001,60.830002,6557200,54.905946
"158",60.52,60.98,60.25,60.48,3178100,54.590029
"159",60.209999,60.959999,59.84,60.880001,4771300,54.951076
"160",61,61.5,60.43,61.169998,3822000,55.212831
"161",61.240002,61.82,60.549999,61.669998,2519600,55.664137
"162",61.650002,61.990002,60.07,60.110001,4421600,54.256063
"163",60.360001,60.740002,59.759998,60,4851700,54.156775
"164",60.32,62.689999,60.130001,62.290001,5519600,56.22376
"165",62.049999,62.720001,61.889999,62.330002,3447700,56.259865
"166",62.07,62.75,61.82,62.110001,2965800,56.061289
"167",62.07,62.130001,61.509998,62,1949100,55.962001
"168",62.169998,63.25,61.919998,62.75,2495000,56.638961
"169",62.860001,64.32,62.549999,64.309998,4236500,58.047035
"170",63.919998,64.669998,63.639999,64.209999,3732300,57.956775
"171",64.279999,64.440002,63.419998,63.849998,2418300,57.631834
"172",63.720001,64.889999,63.130001,64.489998,2586800,58.209506
"173",64.029999,64.959999,64.029999,64.940002,2673600,58.615686
"174",64.559998,65.190002,64.440002,64.610001,3726700,58.317822
"175",64.730003,65.059998,64.550003,64.889999,3278700,58.570552
"176",64.540001,64.739998,63.950001,64.029999,2685900,57.794304
"177",64.25,64.459999,63.919998,63.990002,2384500,57.758203
"178",63.049999,63.330002,61.68,61.860001,4900800,55.835636
"179",61.790001,62.029999,60.220001,61.560001,4573300,55.564853
"180",61.360001,61.689999,60.59,61.169998,3552200,55.212831
"181",61.630001,62.18,61.419998,61.880001,2511500,55.853689
"182",62.080002,62.130001,61.349998,61.700001,3188600,55.691218
"183",61.84,61.84,60.34,60.349998,3580000,54.472689
"184",60.110001,60.529999,59.669998,59.990002,3748900,54.147751
"185",60.689999,61.259998,60.560001,60.950001,4238000,55.014258
"186",60.990002,61.400002,60.220001,60.950001,3646200,55.014258
"187",61.43,61.68,60.470001,60.700001,3941700,54.788605
"188",61.09,63.560001,61.040001,63.369999,6026300,57.19858
"189",63,63.330002,62.369999,63.099998,3426800,56.954874
"190",62.290001,62.779999,61.68,62.209999,4640200,56.151549
"191",62.07,63.169998,61.919998,62.91,4218300,56.783379
"192",62.529999,63.040001,62.130001,62.560001,3939700,56.467466
"193",60.830002,62.540001,60.700001,62.130001,4843600,56.079342
"194",62.040001,62.439999,60.32,60.759998,6000200,54.84276
"195",61.810001,62.16,61.130001,62.009998,4363600,55.971026
"196",62.959999,63.75,62.599998,62.759998,6258300,56.647986
"197",63.560001,63.599998,62.029999,62.299999,3262900,56.232785
"198",62.299999,62.439999,61.389999,61.43,3282800,55.447512
"199",61.18,61.48,60.360001,61.27,2767300,55.303094
"200",61.52,61.560001,60.700001,61.41,1932300,55.42946
"201",61.740002,62.25,61.310001,61.77,1774300,55.754401
"202",61.84,62.150002,61.400002,61.470001,1988300,55.483618
"203",61.43,62.049999,61.09,62.029999,2345600,55.989079
"204",62.459999,63.18,62.07,62.93,3400000,56.801432
"205",62.700001,63.240002,62.200001,62.990002,3621000,56.85559
"206",63.689999,64.099998,63.200001,63.720001,2618600,57.514497
"207",63.77,63.990002,63.25,63.599998,1590200,57.406181
"208",63.470001,63.470001,62.98,63.009998,3248600,56.873639
"209",63.220001,64,62.779999,63.77,4185600,57.559627
"210",64.360001,64.370003,63.470001,63.490002,5686600,57.306896
"211",63.950001,64.099998,63,63.23,2863500,57.072215
"212",63.369999,63.900002,63.240002,63.259998,2242600,57.099292
"213",63,63.619999,62.700001,63.130001,2955000,56.981955
"214",63.599998,63.610001,62.389999,62.540001,3311000,56.449413
"215",61.82,62.25,61.209999,61.869999,3336500,56.158948
"216",61.959999,62.549999,61.689999,61.900002,3419300,56.186181
"217",61.310001,61.59,60.75,60.970001,3360300,55.342027
"218",61.139999,61.450001,60.599998,60.970001,2932900,55.342027
"219",61.73,61.73,60.380001,60.75,4814500,55.142333
"220",62.060001,62.360001,60.400002,61.619999,6447300,55.932025
"221",61.59,61.869999,60.959999,61.18,2817400,55.532642
"222",61.349998,62.099998,61.18,62.009998,3700000,56.286025
"223",62.27,62.470001,61.919998,62.25,2902400,56.503872
"224",62.130001,62.669998,61.700001,62.509998,3309600,56.739871
"225",62.560001,62.560001,61.919998,62.34,2825200,56.585565
"226",62.790001,63.150002,62.59,62.889999,3538600,57.084795
"227",62.939999,64.230003,62.669998,64.129997,4157300,58.210332
"228",64.150002,64.25,63.299999,63.509998,3906800,57.647564
"229",63.220001,63.68,62.299999,62.5,4288000,56.730796
"230",63.439999,63.529999,62.34,62.52,2253600,56.74895
"231",62.360001,62.540001,61.98,62.080002,2083100,56.349566
"232",62.25,63.529999,62.189999,63.459999,2772300,57.60218
"233",63.259998,64.190002,62.709999,63.439999,4971600,57.584026
"234",63.220001,63.380001,62.5,63.189999,3062400,57.357102
"235",63.09,63.189999,61.720001,61.799999,2953700,56.09541
"236",61.470001,62.560001,61.470001,61.900002,2602900,56.186181
"237",61.560001,62.759998,61.560001,62.759998,3418500,56.966794
"238",62.68,63.040001,62.310001,63.029999,1959300,57.211872
"239",63.169998,63.189999,62.439999,62.970001,3486200,57.157412
"240",62.630001,63.150002,61.580002,61.669998,3038800,55.977409
"241",61,61.549999,60.970001,61.09,2820600,55.450949
"242",61.259998,61.48,60.34,60.68,2598300,55.078795
"243",60.52,61.34,60.41,61.110001,2798400,55.469103
"244",60.919998,61.889999,60.700001,61.740002,2666600,56.040951
"245",62.119999,62.700001,61.880001,62.540001,1997300,56.767104
"246",63,63.220001,62.02,62.419998,3706800,56.658179
"247",62.240002,62.32,59.849998,59.970001,5169500,54.434334
"248",60.080002,60.610001,59.560001,60.189999,3149200,54.634024
"249",59.360001,60.25,59.27,59.34,3144600,53.862487
"250",59.27,59.880001,58.23,59.169998,4383400,53.708177
"251",59.5,60.240002,59.389999,59.59,3551900,54.08941
"252",59.349998,60.169998,59.16,59.200001,4058100,53.73541
"253",59.400002,59.549999,58.790001,59.139999,3237100,53.680948
"254",58.790001,59.630001,58.139999,59.07,5017000,53.617409
"255",59.330002,59.5,58.580002,59.25,2680000,53.780794
"256",59.799999,60.240002,59.540001,59.860001,3268000,54.334487
"257",59.349998,59.48,58.139999,58.5,4107200,53.100025
"258",58.939999,59.959999,58.419998,59.470001,4268000,53.980488
"259",59.07,59.18,57.560001,57.790001,10302200,52.455564
"260",57.200001,57.689999,56.049999,56.66,11845300,51.42987
"261",56.509998,56.950001,56.130001,56.900002,7471900,51.647718
"262",56.889999,57.09,56.450001,56.610001,5235300,51.384486
"263",56,57.09,55.560001,56.689999,7409200,51.4571
"264",56.799999,57.07,56.169998,56.610001,5016500,51.384486
"265",56.799999,58.040001,56.75,57.849998,4555600,52.510023
"266",58.040001,58.220001,57.360001,57.91,2964400,52.564486
"267",58.299999,59.07,57.91,58.939999,4678000,53.499408
"268",58.84,59.650002,58.310001,59.610001,3946100,54.107564
"269",59.779999,61.040001,59.599998,60.889999,3503600,55.26941
"270",61.209999,61.209999,59.59,60.27,3088800,54.706641
"271",60.23,60.290001,59.27,59.779999,4155600,54.26187
"272",59.75,60.900002,59.639999,60.59,4772000,54.997103
"273",59.790001,60.099998,59.279999,59.830002,3733900,54.307258
"274",58.919998,59.459999,58.32,58.48,3902100,53.08187
"275",58.169998,59.09,58.009998,58.049999,3884600,52.691562
"276",58.470001,59.130001,57.900002,58.009998,4279700,52.655254
"277",58.200001,58.310001,56.950001,57.259998,3630600,52.289975
"278",57.59,57.98,56.529999,56.82,5832100,51.888167
"279",56.43,56.709999,55.709999,55.93,4208400,51.075417
"280",56.389999,56.389999,55.380001,55.830002,9713900,50.984099
"281",56,56.599998,54.889999,55.59,10425700,50.764928
"282",56.049999,56.959999,55.849998,56.77,9846900,51.842508
"283",56.810001,56.970001,56.450001,56.59,2966000,51.678131
"284",56.080002,56.610001,55.790001,56.509998,2974500,51.605073
"285",56.48,56.490002,55.709999,55.82,4781600,50.974965
"286",55.549999,55.740002,54.5,54.5,5413300,49.769538
"287",54.52,55.32,54.48,54.59,3659700,49.851726
"288",54.139999,54.740002,53.759998,54.290001,3704100,49.577766
"289",54.900002,55.07,54.009998,54.900002,5326400,50.13482
"290",54.310001,54.810001,53.209999,53.220001,6919000,48.600639
"291",53.16,53.860001,52.52,53.790001,5551600,49.121165
"292",53.099998,53.439999,51.25,51.330002,6613000,46.874687
"293",51.990002,52.5,49.869999,51.18,10545700,46.737705
"294",49.849998,51.959999,46.93,46.990002,12641000,42.911388
"295",48.07,49.349998,45.810001,49.32,12112200,45.039148
"296",47.740002,47.900002,44.970001,45.279999,14049700,41.349809
"297",45.630001,48.32,45.529999,47.650002,10379500,43.514102
"298",48.220001,48.950001,46.52,46.880001,5906500,42.810935
"299",47.509998,47.91,47.18,47.779999,5062800,43.632815
"300",47.150002,47.330002,46.32,47.040001,5601500,42.957048
"301",47.27,48.189999,46.779999,47.310001,5188500,43.203613
"302",45.810001,46.209999,44.540001,45,10651600,41.094114
"303",44.32,45.380001,43.099998,43.119999,9081700,39.377292
"304",44.419998,44.419998,42.880001,42.98,7411900,39.249444
"305",43.16,45.02,42.700001,45,8212900,41.094114
"306",45,46.869999,44.799999,46.869999,6949000,42.801801
"307",48.189999,48.990002,46.009998,46.580002,8893800,42.536975
"308",45.790001,47.189999,45.32,46.84,5974800,42.774406
"309",47.610001,49.330002,47.610001,49.310001,4278600,45.030018
"310",48.889999,49.689999,48.290001,49.259998,5290900,44.984355
"311",49.759998,50.75,49.5,50.139999,5846400,45.787974
"312",50.049999,50.23,48.470001,48.540001,5170700,44.326851
"313",47.490002,47.639999,45.990002,46.23,5836300,42.217352
"314",44.68,46.07,44.200001,46,6766500,42.007316
"315",46.759998,49.119999,46.450001,49.080002,6913300,44.819982
"316",48.349998,48.619999,47.400002,47.799999,6747700,43.65108
"317",47.040001,47.720001,46.189999,46.380001,5880600,42.354334
"318",45.5,48.209999,45.5,48.169998,8285900,43.988964
"319",48.470001,49.439999,48.110001,48.639999,5297700,44.41817
"320",49,50.419998,48.509998,49.759998,5507900,45.440956
"321",50.360001,51.330002,50.09,51.27,5419500,46.819894
"322",51.279999,52.23,50.57,51.34,6778500,46.883818
"323",50.130001,50.439999,49.369999,49.939999,4019600,45.605333
"324",50,51.16,49.82,50.189999,4357900,45.833633
"325",50.290001,50.630001,47.669998,47.689999,5024300,43.550627
"326",46.310001,47.389999,45.950001,46.740002,7502900,42.683088
"327",46.41,47.34,46.220001,47.290001,4045300,43.185348
"328",47.950001,49.57,47.389999,49.419998,4394700,45.130467
"329",50.34,50.939999,48.810001,49.200001,5310500,44.929565
"330",49.439999,50.16,47.900002,47.900002,4653700,43.742402
"331",49.18,49.799999,48.27,49.790001,4718100,45.468355
"332",48.869999,49.18,48.189999,48.189999,5468300,44.007228
"333",47.779999,48.720001,46.209999,46.240002,6096800,42.226486
"334",45.23,46.689999,44.740002,46.59,12300000,42.546106
"335",46.709999,47.650002,45.849998,47.209999,7257300,43.11229
"336",47,49.389999,46.330002,49.27,13093800,44.993489
"337",49.720001,49.720001,47.540001,47.75,12992500,43.605421
"338",48.970001,50.299999,48.869999,50.299999,6917900,45.934086
"339",49.75,50.5,49.119999,49.900002,10684200,45.568807
"340",50.240002,52.860001,50.209999,51.970001,7338500,47.459136
"341",51.389999,51.77,50.009998,51.279999,4038100,46.829024
"342",51.810001,52.119999,50.459999,51.16,4841400,46.719441
"343",50.43,50.799999,48.939999,49.009998,5267800,45.064351
"344",49.459999,51.900002,49.400002,51.220001,6738800,47.096434
"345",51.049999,53.700001,50.900002,51.330002,7594600,47.197578
"346",51.790001,53.240002,51.02,53.099998,6796000,48.825078
"347",53.950001,54.459999,53.200001,54.060001,6667200,49.707794
"348",54.060001,55.52,53.959999,54.98,4375300,50.553726
"349",54,54.349998,52.84,53.02,4589900,48.75152
"350",53.939999,54.459999,53.060001,53.889999,5300100,49.551478
"351",56.610001,56.779999,54.889999,55.970001,6164000,51.464025
"352",55.849998,56.080002,54.720001,55.07,4221100,50.63648
"353",54.009998,55.509998,53.669998,53.709999,4788000,49.385969
"354",51.330002,52.779999,50.889999,51.380001,6150400,47.243552
"355",52.490002,53.189999,52,52.599998,4057200,48.365331
"356",53.52,53.73,51.77,53.41,4177500,49.110122
"357",52.880001,52.919998,51.5,52.669998,3723700,48.429696
"358",52.66,53.810001,52.560001,53.759998,4286000,49.431943
"359",54,54.700001,53.299999,54.560001,2994100,50.16754
"360",53.119999,53.509998,51.580002,51.810001,5344600,47.638935
"361",52.66,53.119999,52.189999,52.650002,3816600,48.411309
"362",53.630001,54.34,53.549999,53.869999,2481800,49.533088
"363",53.32,53.610001,52.349998,52.810001,2866800,48.558428
"364",52.599998,54.009998,52.540001,53.610001,2908000,49.294021
"365",52.77,54.43,52.689999,52.82,4225500,48.567621
"366",52.700001,53.740002,51.740002,52.02,4704600,47.832027
"367",52.25,52.959999,51.619999,52.689999,3810500,48.448086
"368",51.959999,51.959999,50.830002,50.970001,5226700,46.86656
"369",50.82,51.130001,50.119999,50.209999,3861100,46.167744
"370",49.880001,49.880001,48.869999,48.880001,4555800,44.94482
"371",48.799999,50.09,48.799999,49.07,1725400,45.119522
"372",50.66,50.82,49.720001,50.25,3010600,46.204524
"373",50.779999,51.560001,50.16,50.830002,3299000,46.737832
"374",52.860001,54.349998,51.93,54.209999,5665400,49.845716
"375",53.919998,54,52.619999,53.470001,2505500,49.165293
"376",54.139999,54.810001,53.799999,53.970001,3284200,49.625039
"377",54.98,55.650002,54.59,55.18,3260900,50.737625
"378",55.189999,55.330002,54.439999,54.970001,2575400,50.544532
"379",54.740002,56.25,54.52,55.959999,3565100,51.454829
"380",55.619999,56.009998,54.240002,54.400002,4809500,50.020422
"381",54.810001,56.099998,54.599998,55.91,3077400,51.408855
"382",55.18,55.43,54.029999,54.619999,2868400,50.222708
"383",54.75,55.34,53.400002,53.849998,3792800,49.514698
"384",53.57,54.650002,53.400002,54.049999,4053400,49.698597
"385",54.650002,55.09,53.830002,53.900002,3175300,49.560675
"386",54.599998,55.529999,54.59,55.09,5320900,50.654871
"387",55.130001,55.650002,54.07,54.380001,4860000,50.002031
"388",55.5,56.439999,55.439999,56.150002,3957600,51.629534
"389",56.310001,57,55.419998,56.880001,2674800,52.300764
"390",56.959999,58.299999,56.959999,58,3647200,53.330595
"391",58.279999,58.700001,57.799999,58.57,2264800,53.854706
"392",58.599998,58.599998,58.110001,58.369999,1671900,53.670807
"393",58.279999,58.369999,57.290001,57.48,2543100,52.852458
"394",57.560001,58.360001,57.560001,58.299999,2570400,53.606442
"395",58.209999,58.41,57.450001,57.669998,1827200,53.027161
"396",58.93,59.580002,58.689999,59.029999,4762900,54.277672
"397",58.77,59.560001,58.009998,59.220001,2681800,54.452378
"398",58.990002,60.25,58.560001,59.810001,4180400,54.994879
"399",59.59,60.040001,58.700001,59.91,4741600,55.086827
"400",60.02,60.52,59.389999,60.400002,4803200,55.53738
"401",61.220001,61.75,60.720001,61.57,5814300,56.613185
"402",61.27,61.73,60.799999,61.650002,3438100,56.686746
"403",61.66,62.130001,60.860001,62.09,3768400,57.417293
"404",61.380001,61.799999,60.200001,61.73,4744800,57.084385
"405",62.169998,62.869999,60.880001,61.240002,5805200,56.631263
"406",59.790001,60.169998,58.439999,59.639999,9043600,55.151672
"407",59.360001,59.810001,59.16,59.400002,5972700,54.929735
"408",59.349998,59.84,58.91,59.630001,4820600,55.142426
"409",59.759998,60.779999,59.490002,59.73,3084000,55.234899
"410",59.259998,59.740002,58.950001,59.52,3423000,55.040704
"411",59.139999,59.93,59.080002,59.619999,3324900,55.133176
"412",60,60.720001,58.509998,58.900002,3932600,54.467364
"413",58.57,59.380001,58.450001,59.080002,3083900,54.633818
"414",58.25,59.209999,57.790001,59.02,2939500,54.578332
"415",59.470001,59.919998,58.790001,58.919998,3648100,54.485856
"416",59.619999,60.52,59.5,59.860001,3043500,55.355116
"417",59.939999,60.139999,59.700001,59.810001,2780600,55.30888
"418",60.5,62.299999,60.5,62.200001,3913700,57.519015
"419",61.48,61.950001,60.91,61.07,2448300,56.474055
"420",60.73,61.220001,60.34,60.700001,3279100,56.131901
"421",60.669998,60.98,60.009998,60.43,4411200,55.88222
"422",60.66,61,59.900002,60.389999,2785600,55.845229
"423",59.610001,59.759998,58.259998,59.669998,2403400,55.179413
"424",60.110001,60.279999,59.490002,60.09,1748600,55.567807
"425",59.939999,59.939999,58.93,59.560001,2967600,55.077694
"426",59.75,60.18,59.279999,59.509998,2284800,55.031454
"427",59.509998,60.709999,59.09,60.700001,2421300,56.131901
"428",61.18,61.32,60.709999,61.139999,3186800,56.538786
"429",61.369999,61.849998,60.75,61.259998,2647500,56.649754
"430",61.02,61.200001,59.610001,59.709999,2515600,55.216403
"431",59.689999,59.919998,59.349998,59.68,3134600,55.188662
"432",59.889999,60,59.07,59.380001,2504000,54.91124
"433",59.099998,59.68,58.779999,59.419998,3783100,54.948227
"434",59.419998,59.68,59.060001,59.540001,3080800,55.059199
"435",59.540001,60.139999,59.09,59.52,3849800,55.040704
"436",59.700001,60.689999,59.610001,60.290001,2959700,55.752756
"437",60.16,60.709999,59.470001,59.610001,2391100,55.123931
"438",59.419998,59.549999,58.009998,58.759998,3249300,54.337897
"439",57.93,58.119999,56.880001,57.139999,3752900,52.839814
"440",57.259998,58.150002,57.060001,57.919998,2329100,53.561113
"441",58.150002,58.869999,57.84,58.73,2651300,54.310156
"442",58.82,59.689999,58.779999,59.400002,2805700,54.929735
"443",59.25,59.560001,58.68,59.5,2142400,55.022208
"444",59.990002,62,59.759998,61.939999,5077200,57.27858
"445",61.900002,62.259998,60.580002,61.349998,5665900,56.732981
"446",61.400002,63.220001,60.75,63,5861500,58.258809
"447",63.540001,63.669998,62.889999,63.419998,5009600,58.647199
"448",63.23,64.25,62.82,63.639999,2962600,58.850644
"449",63.389999,63.68,62.84,63.490002,3136800,58.711934
"450",63.669998,63.799999,63.049999,63.450001,2672300,58.674944
"451",62.98,63.119999,62.200001,62.599998,3078000,57.88891
"452",62.459999,63.389999,62.330002,63.360001,2826500,58.591717
"453",63.48,63.990002,63.029999,63.990002,3603300,59.174306
