"","TROW.Open","TROW.High","TROW.Low","TROW.Close","TROW.Volume","TROW.Adjusted"
"52",46.25,46.389999,45.82,45.830002,1264600,40.125779
"53",45.400002,45.400002,44.639999,44.849998,2315800,39.267752
"54",44.540001,45.299999,44.099998,45.099998,2302100,39.486636
"55",45.27,45.52,43.970001,43.98,3338600,38.506037
"56",44.259998,45.240002,43.599998,45.240002,3870500,39.609213
"57",45.09,45.099998,43.740002,43.779999,3044300,38.33093
"58",43.509998,44.330002,43.299999,43.790001,2753200,38.339687
"59",44.790001,46.02,44.450001,46.02,3963500,40.29213
"60",46.290001,46.689999,45.919998,46.650002,2215900,40.843718
"61",47.349998,48.169998,47.349998,48.09,2081000,42.104487
"62",47.66,47.66,46.82,46.919998,1400300,41.08011
"63",47.110001,47.900002,47.110001,47.669998,1808500,41.736761
"64",48.380001,48.650002,47.880001,48.610001,2163100,42.559766
"65",48.330002,48.669998,48.080002,48.619999,1489300,42.806285
"66",49.389999,49.900002,49.310001,49.880001,2763800,43.915623
"67",49.619999,49.990002,49.189999,49.849998,1852200,43.889207
"68",49.5,49.549999,48.759998,49.52,2956300,43.598669
"69",49.43,49.669998,49.139999,49.619999,1581900,43.68671
"70",49.869999,49.990002,49.029999,49.66,2290600,43.721928
"71",49.790001,51.139999,49.639999,51.029999,1871400,44.92811
"72",51.009998,51.209999,49.98,50.150002,2153300,44.153338
"73",50.139999,50.650002,49.259998,49.48,1319800,43.563451
"74",49,49.209999,48.130001,48.200001,2437400,42.436508
"75",48.830002,50.41,48.77,50.369999,2151200,44.347029
"76",50.529999,50.650002,49.900002,49.970001,1247000,43.994861
"77",50.209999,50.380001,49.310001,50.099998,1840000,44.109314
"78",49.900002,50,49.200001,49.639999,1257500,43.704319
"79",49.98,50.549999,49.790001,50.060001,2542500,44.074099
"80",50.689999,51.099998,49.869999,50.34,1734300,44.320617
"81",50.25,50.619999,49.349998,49.779999,1400600,43.827578
"82",50.48,52.060001,49.799999,51.919998,2263900,45.711688
"83",51.849998,52.220001,51.369999,51.990002,2519800,45.773321
"84",52.220001,52.220001,51.02,51.16,2250500,45.042566
"85",50.529999,51.779999,50.200001,51.619999,2187300,45.447561
"86",51.200001,51.869999,50.950001,51.720001,2025900,45.535606
"87",51.740002,52.290001,51.349998,52.130001,1925200,45.89658
"88",52.5,53.43,52.259998,53.029999,2702600,46.688961
"89",52.98,53.459999,52.18,52.52,1750800,46.239945
"90",52.970001,52.970001,52.16,52.380001,1495800,46.116686
"91",52.52,53.07,52.279999,52.919998,1814200,46.592113
"92",51.990002,52.599998,51.360001,51.77,1697500,45.579626
"93",51.799999,53.189999,51.52,52.869999,1590200,46.548093
"94",53.130001,53.549999,52.52,52.700001,2306700,46.398422
"95",55,55.380001,54.48,54.889999,3380400,48.326553
"96",55.119999,55.220001,54.689999,54.689999,2944800,48.150467
"97",54.16,55.049999,53.240002,54.59,2477100,48.062426
"98",54.150002,54.75,53.849998,54.400002,1602200,47.895146
"99",54.709999,55.23,54.200001,54.700001,1332500,48.159273
"100",54.630001,55.470001,54.310001,55.27,2456500,48.661115
"101",55.470001,56.110001,54.939999,55.400002,1460000,48.775571
"102",56.09,56.560001,55.66,56.290001,1536000,49.55915
"103",56.27,56.759998,55.919998,56.759998,1678100,49.972947
"104",57.639999,59.25,57.080002,59.130001,2730600,52.059558
"105",59.060001,60.52,58.799999,60.459999,2941900,53.230522
"106",60,60.09,58.810001,59.009998,1949100,51.953905
"107",59.240002,59.360001,57.52,57.860001,2093600,50.941417
"108",57.720001,58.540001,57.16,58.310001,2105000,51.337609
"109",57.599998,58.869999,57.509998,58.66,1338700,51.645757
"110",58.099998,58.259998,57.389999,57.740002,1725100,50.835767
"111",57.959999,58.810001,57.799999,58.169998,1502600,51.214347
"112",57.740002,58.119999,56.459999,56.860001,1862000,50.060992
"113",56.869999,57.75,56.630001,57.400002,1323800,50.536422
"114",58.150002,59.310001,58.130001,58.540001,1866800,51.540107
"115",58.439999,59.029999,57.799999,58.98,1404400,51.927493
"116",58.82,59,57.990002,58.540001,1179400,51.540107
"117",57.509998,57.849998,57,57.18,2537300,50.342728
"118",57.759998,59.34,57.720001,59.220001,1743600,52.138796
"119",58.73,59.049999,58.349998,58.650002,451100,51.636954
"120",58.169998,58.66,57.66,58.34,1227100,51.364021
"121",57.799999,58.939999,57.509998,58.330002,1504500,51.355218
"122",59.59,59.990002,59.18,59.459999,2466500,52.350097
"123",59.700001,61.52,59.700001,61.470001,2086200,54.119754
"124",60.990002,61.5,60.02,61.32,1496100,53.987689
"125",61.220001,61.66,60.73,61.580002,1351000,54.216601
"126",62.57,63.220001,62.07,62.099998,2932100,54.674419
"127",62.259998,62.57,61.57,61.84,2658100,54.44551
"128",62.220001,62.68,61.669998,62.439999,1879300,54.973764
"129",62.459999,63.16,62.029999,63.02,1224100,55.725378
"130",63.66,64.040001,63.029999,63.450001,1981900,56.105606
"131",63.900002,63.900002,62.43,62.779999,1089900,55.513157
"132",63.759998,63.82,62.549999,62.700001,2539800,55.442419
"133",62.75,62.959999,62.169998,62.639999,2669600,55.389363
"134",62.549999,63.290001,62.549999,62.990002,2410300,55.698852
"135",63.450001,63.639999,62.830002,63.360001,1014100,56.026023
"136",63.73,64.540001,63.610001,64.269997,1345600,56.830686
"137",64.489998,65.379997,64.410004,65.370003,1439300,57.803366
"138",65.129997,65.239998,63.98,64.400002,920300,56.945643
"139",64.18,64.75,64.040001,64.730003,563300,57.237447
"140",64.790001,65.040001,64.040001,64.379997,560900,56.927954
"141",64.300003,64.300003,63.68,63.91,916100,56.512359
"142",64.010002,64.449997,63.849998,64.220001,978700,56.786478
"143",64.160004,64.620003,63.799999,64.540001,1177400,57.069437
"144",64.919998,66.150002,64.879997,65.779999,2496500,58.165904
"145",64.650002,65.360001,64.150002,64.279999,2078800,56.83953
"146",64.349998,65.160004,64.339996,65.160004,1886700,57.617674
"147",65.239998,66.089996,64.949997,65.160004,1563900,57.617674
"148",65.290001,65.809998,63.970001,64.629997,1452200,57.149016
"149",64.230003,64.949997,63.68,64.730003,1281600,57.237447
"150",64.989998,66.010002,64.910004,65.209999,1087400,57.661882
"151",65.589996,66.650002,65.540001,66.610001,1444700,58.899833
"152",66.489998,67.470001,66.309998,66.739998,1533600,59.014782
"153",66.510002,67.760002,66.089996,67.699997,1884000,59.863661
"154",67.57,67.919998,66.940002,67.860001,1324500,60.005144
"155",67.440002,67.589996,65.889999,66.019997,1544300,58.378122
"156",66.260002,66.959999,65.419998,65.629997,1241100,58.033265
"157",66.160004,66.75,65.870003,66.25,1189200,58.581502
"158",65.339996,66.529999,65.309998,66.519997,1271900,58.820247
"159",66.5,66.849998,65.839996,66.830002,1452300,59.094368
"160",67.18,67.519997,66.589996,67.290001,1279200,59.501122
"161",67.370003,68.230003,67.129997,68.07,1534400,60.190835
"162",68.900002,68.980003,64.959999,65.849998,2830200,58.227801
"163",65.910004,66.339996,64.970001,65.919998,2165400,58.289698
"164",66,67.599998,65.959999,67.209999,1737700,59.430381
"165",66.75,67.019997,66.300003,66.519997,1308700,58.820247
"166",66.43,66.75,65.510002,66.120003,1170800,58.466552
"167",66.290001,66.870003,65.93,66.080002,1437000,58.431182
"168",66.279999,67.559998,66.199997,67.010002,1511500,59.253533
"169",67.25,67.5,66.800003,67.25,1008000,59.465751
"170",67.190002,67.489998,66.779999,67.129997,856300,59.359639
"171",66.709999,68.209999,66.709999,68.07,1037300,60.190835
"172",67.830002,69.25,67.610001,68.980003,1057100,60.995505
"173",68.769997,69.480003,68.599998,69.32,904200,61.296147
"174",68.93,69.559998,68.870003,69.190002,953400,61.181197
"175",69.400002,70.739998,69.279999,70.489998,1493700,62.330717
"176",70.510002,70.529999,69.879997,70.330002,882400,62.18924
"177",70.5,71.290001,70.089996,71.099998,1214200,62.870109
"178",70.080002,70.639999,67.449997,67.629997,1846900,59.801764
"179",67.660004,68.099998,65.540001,66.25,2089700,58.581502
"180",66.440002,67.150002,65.470001,66.300003,1931700,58.625717
"181",66.589996,67.25,66.389999,67.120003,1985100,59.350801
"182",67.400002,67.800003,66.470001,66.980003,1868700,59.227007
"183",67.169998,67.339996,65.139999,65.349998,1819000,57.785677
"184",65.389999,65.860001,64.730003,65.519997,998000,57.935997
"185",66.389999,67.839996,66.129997,67.620003,1206500,59.792926
"186",67.480003,67.559998,65.849998,66.739998,1282800,59.014782
"187",67.029999,67.629997,65.739998,65.940002,979200,58.307387
"188",66.220001,67.690002,65.879997,67.580002,1328600,59.757555
"189",67.43,67.629997,66.470001,66.690002,1850200,58.970574
"190",65.510002,65.650002,64.230003,64.379997,1962500,56.927954
"191",64.120003,64.809998,63.82,64.720001,1120400,57.505498
"192",64.080002,64.419998,63.259998,63.689999,2092100,56.590312
"193",61.389999,62.57,61.029999,61.959999,3308100,55.05316
"194",61.939999,62.66,60.580002,60.830002,2154800,54.049127
"195",62.049999,62.669998,61.360001,61.990002,1335400,55.079818
"196",62.869999,63.400002,62.139999,62.240002,2061200,55.30195
"197",63.169998,63.799999,62.869999,63.68,1531400,56.581428
"198",63.57,63.57,62.77,63.029999,2143200,56.003884
"199",62.68,63.91,62.099998,63.759998,1342400,56.652509
"200",64.440002,64.589996,63.669998,64.5,1224200,57.310021
"201",64.639999,65.650002,64.410004,65.07,1365600,57.816481
"202",65.260002,65.260002,64.349998,64.43,954100,57.247824
"203",64.389999,65.169998,63.860001,65.169998,1496900,57.905332
"204",65.239998,66.959999,65.239998,66.190002,1576300,58.811634
"205",65.900002,66.489998,65.610001,66.419998,1117400,59.015992
"206",67.07,67.940002,67.059998,67.889999,1809000,60.322128
"207",68.050003,68.169998,67.139999,67.309998,895200,59.806781
"208",66.879997,67.43,66.470001,67.349998,1004900,59.842323
"209",67.639999,68.059998,67.419998,67.919998,961600,60.348783
"210",67.699997,68.260002,67.230003,67.919998,998600,60.348783
"211",68.489998,68.589996,67.57,67.849998,1163800,60.286586
"212",68.25,68.300003,66.919998,67.300003,1002900,59.7979
"213",66.889999,67.040001,66.040001,66.519997,881300,59.104843
"214",67.010002,67.489998,66.470001,67.080002,1269600,59.602423
"215",66.830002,66.870003,66.279999,66.559998,790400,59.140385
"216",66.730003,67.110001,66.25,67.010002,998400,59.540227
"217",65.949997,66.099998,64.919998,65.669998,1302200,58.349596
"218",65.940002,66.18,65.43,66.040001,1096000,58.678354
"219",66.25,66.970001,65.959999,66.370003,2157200,58.971569
"220",64.239998,64.730003,63.34,64.080002,2986400,56.936841
"221",63.970001,64.129997,63.040001,63.310001,2567700,56.252674
"222",63.400002,64.050003,63.369999,63.700001,3500000,56.599199
"223",63.810001,64.970001,63.540001,64.940002,2654500,57.700975
"224",64.910004,64.970001,64.059998,64.620003,1701400,57.416646
"225",64.470001,64.690002,64,64.25,1118600,57.087889
"226",64.610001,64.650002,63.709999,63.919998,1385000,56.794673
"227",63.799999,63.799999,62.630001,62.990002,2100000,55.968346
"228",63,63.18,62.060001,62.779999,2027200,55.781752
"229",62.389999,63.610001,62.16,62.470001,1700000,55.506311
"230",63.34,63.919998,62.48,62.52,1714600,55.550737
"231",62.349998,62.700001,61.869999,62.630001,1346800,55.648475
"232",62.900002,63.450001,62.700001,63.279999,1171800,56.226016
"233",63.16,63.290001,61.830002,62.169998,1400000,55.23975
"234",61.970001,62.849998,61.509998,62.779999,1300000,55.781752
"235",62.799999,62.919998,61.799999,62,1507600,55.088702
"236",61.77,62.810001,61.700001,61.869999,1377700,54.973193
"237",61.560001,62.349998,61.330002,62.18,1896400,55.248637
"238",62.290001,63.560001,61.939999,63.279999,1792100,56.226016
"239",63.599998,64.099998,63.419998,63.73,1437200,56.625854
"240",63.470001,63.700001,62.66,62.91,1611900,55.897262
"241",62.080002,62.259998,61.52,61.93,1500000,55.026505
"242",62.09,62.5,61.700001,62.220001,1487200,55.284179
"243",61.880001,62.490002,61.560001,62.119999,1064000,55.195324
"244",61.849998,62.369999,61.299999,62.119999,1676600,55.195324
"245",62.400002,62.779999,62.23,62.439999,1022000,55.479653
"246",63.150002,63.470001,62.689999,63.299999,1497800,56.243787
"247",61.290001,61.73,59.43,59.52,4202100,52.885154
"248",59.610001,60.139999,59.150002,59.91,2409700,53.23168
"249",59.349998,59.73,58.650002,58.970001,2459800,52.396465
"250",58.77,59,57.900002,58.040001,2522400,51.570134
"251",58.580002,59.27,58.240002,58.470001,1632100,51.952201
"252",58.119999,58.490002,57.040001,57.09,2973100,50.726032
"253",57.459999,58.34,57.029999,58.130001,2627900,51.650102
"254",57.490002,57.66,56.450001,56.709999,2789200,50.658548
"255",56.970001,57.27,56.389999,56.68,2156400,50.631751
"256",57.439999,58.130001,57.189999,57.77,1848600,51.605438
"257",57.200001,57.580002,56.290001,56.66,2320600,50.613885
"258",56.450001,57.09,56.049999,56.790001,2770700,50.730013
"259",57.619999,57.830002,57.009998,57.23,1627700,51.12306
"260",57.169998,57.77,56.98,57.669998,1165400,51.516107
"261",57.98,59.240002,57.959999,58.73,2080400,52.462997
"262",58.400002,58.830002,57.52,57.529999,1721100,51.391047
"263",56.860001,57.169998,55.939999,57.080002,2391300,50.989069
"264",57.16,57.240002,56.119999,56.509998,2065100,50.47989
"265",56.240002,57.849998,56.240002,57.68,1746500,51.525042
"266",57.84,58.73,57.720001,58.529999,1512400,52.284338
"267",58.93,59.389999,58.610001,59.279999,1915400,52.954307
"268",60.07,60.43,59.169998,60.34,2202300,53.901197
"269",60.389999,61.139999,59.91,61,1732100,54.490769
"270",61.009998,61.25,60.189999,60.77,1739800,54.285312
"271",60.549999,61.049999,59.919998,61,1661100,54.490769
"272",61.75,62.25,61.52,61.869999,1487500,55.267931
"273",60.799999,61.139999,60.150002,60.91,1651600,54.410373
"274",60.029999,60.240002,58.349998,58.540001,1735400,52.293273
"275",58.5,59.720001,58.5,58.740002,1812600,52.471932
"276",59.130001,60.389999,58.650002,58.900002,1957100,52.614859
"277",59.150002,59.27,58.029999,58.439999,2197600,52.203942
"278",58.709999,58.939999,57.439999,58.34,2112800,52.114614
"279",57.98,58.119999,56.639999,57.25,1778900,51.140927
"280",57.43,58.369999,57.27,58.310001,1292000,52.087817
"281",58.32,58.599998,57.59,57.790001,1279400,51.623305
"282",57.759998,60.900002,57.759998,60.220001,2851700,53.794003
"283",60.34,60.779999,59.990002,60.32,1438900,53.883331
"284",59.700001,60.57,59.32,59.970001,1832700,53.57068
"285",60.18,61.049999,59.610001,60.060001,2430100,53.651076
"286",59.639999,59.970001,55.459999,55.970001,4823300,49.997515
"287",55.889999,57.669998,55.810001,56.41,2641000,50.390562
"288",55.740002,57.599998,55.419998,56.799999,2590700,50.738945
"289",57.459999,57.959999,56.080002,56.669998,2373300,50.622816
"290",56.049999,56.779999,54.869999,54.880001,2104300,49.023827
"291",54.950001,55.619999,53.689999,55.34,2977600,49.43474
"292",54.59,55.029999,52.040001,52.119999,3768000,46.558341
"293",52.889999,53.200001,50.369999,51.509998,3562900,46.013433
"294",50.080002,51.290001,46.939999,47.23,6726100,42.190147
"295",48.23,52.16,47.82,51.990002,6860300,46.442216
"296",50.43,51.310001,48.599998,49.040001,5741600,43.807006
"297",49.049999,52.5,48.68,51.68,4561300,46.165294
"298",52.209999,53.139999,50.73,50.959999,3895500,45.522124
"299",51.48,52.150002,50.900002,51.939999,2548400,46.397549
"300",51.119999,51.860001,50.330002,51.200001,3610700,45.736515
"301",51.400002,51.759998,50.66,50.98,2852000,45.53999
"302",49.200001,49.200001,46.509998,47.080002,5819100,42.056156
"303",46.650002,48.650002,46.279999,46.439999,4422300,41.484446
"304",47.619999,48.240002,46.599998,46.889999,3805400,41.886428
"305",47.099998,49.400002,46.689999,49.389999,3256700,44.119656
"306",49.290001,50.93,48.740002,50.34,3004800,44.968284
"307",50.639999,52.27,49.009998,49.439999,2679800,44.16432
"308",48.860001,51.349998,47.790001,50.689999,3057900,45.280934
"309",51.650002,53,51.43,52.990002,1946700,47.335507
"310",52.41,53.32,51.82,52.919998,1936400,47.272974
"311",53.48,54.209999,53.099998,53.48,2462300,47.773218
"312",53.34,53.709999,52.169998,52.18,2036300,46.61194
"313",50.91,51.34,49.939999,50.169998,1929600,44.816423
"314",48.43,49.450001,47.959999,49.380001,2571100,44.110725
"315",50.400002,51.779999,50.169998,51.650002,2395900,46.138497
"316",50.91,51.66,50.43,50.549999,2253400,45.155874
"317",49.889999,50.740002,49.09,49.43,3217800,44.155389
"318",48.189999,49.830002,48.07,49.779999,2654800,44.748682
"319",50.02,50.77,49.25,50.360001,2316500,45.270062
"320",50.66,51.709999,49.41,50.98,2610500,45.827397
"321",51.48,53.02,51.34,53,2446000,47.643234
"322",53.189999,53.360001,51.919998,53.029999,2773200,47.670201
"323",52.009998,52.189999,50.57,51.459999,2728900,46.258882
"324",51.75,52.490002,51.279999,51.310001,1828600,46.124045
"325",51.27,51.650002,48.82,48.830002,3121400,43.894702
"326",47.27,47.490002,45.75,46.970001,6098900,42.222693
"327",46.990002,47.919998,46.400002,46.91,4051000,42.168756
"328",47.549999,48.310001,46.279999,48.27,3610100,43.3913
"329",49.080002,51.060001,48.720001,49.509998,3633800,44.50597
"330",49.5,50.060001,48.279999,48.419998,3059500,43.526138
"331",49.650002,50,48.169998,49.689999,2953400,44.667778
"332",48.610001,49.209999,47.77,47.77,3457400,42.941836
"333",47.32,48.029999,45.689999,45.889999,3579800,41.251849
"334",45.220001,48.490002,44.68,48.459999,3770600,43.562096
"335",48.349998,49.43,47.73,49.040001,2659600,44.083476
"336",48.75,50.459999,47.740002,50.400002,2567100,45.30602
"337",50.77,50.939999,48.950001,49.060001,2727900,44.101455
"338",50.169998,51.830002,50.130001,51.790001,2185500,46.555531
"339",51.41,52.16,51.040001,51.759998,2281100,46.52856
"340",52.150002,54.43,52.02,53.470001,4143400,48.065732
"341",52.810001,53.07,51.119999,52.34,2864100,47.049941
"342",53.43,54.59,52.75,53.580002,2533600,48.164614
"343",53.23,53.389999,51.580002,51.75,2098700,46.519573
"344",52.119999,54.360001,51.549999,53.939999,2822800,48.488226
"345",53.849998,54.209999,52.529999,52.689999,3410000,47.364565
"346",52.650002,53.240002,51.73,52.779999,3369100,47.445468
"347",53.599998,54.919998,53.48,54.860001,2424400,49.315242
"348",54.759998,56.16,54.540001,55.990002,2360200,50.331033
"349",50.689999,52.700001,50.389999,51.080002,4168300,45.917292
"350",51.75,51.790001,49.799999,51.02,3244100,45.863355
"351",54.360001,57.23,54.360001,56.810001,3868300,51.068154
"352",56.419998,57,55.860001,56.540001,1986600,50.825443
"353",55.330002,55.560001,52.689999,52.84,3427800,47.499405
"354",50.439999,51.529999,49.529999,49.639999,4748500,44.622832
"355",50.959999,51.73,50.27,51.169998,2843800,45.998192
"356",52,53.240002,50.389999,52.810001,2570800,47.472439
"357",52.029999,52.919998,51.369999,52.759998,2704800,47.427489
"358",52.91,53.200001,52.060001,53.009998,2362400,47.652222
"359",53.349998,54.490002,53.130001,54.330002,2311600,48.838811
"360",52.509998,52.740002,51.360001,51.419998,3044700,46.222924
"361",52.560001,52.790001,51.709999,52.150002,1964900,46.879146
"362",53.16,54.529999,52.919998,54.330002,2124100,48.838811
"363",54.150002,54.490002,54.02,54.27,2420400,48.784874
"364",53.970001,55.040001,53.66,54.720001,1827700,49.189393
"365",53.860001,54.880001,53.290001,53.470001,1989700,48.065732
"366",53.34,53.740002,52.279999,52.52,2591600,47.211748
"367",52.990002,53.040001,52.130001,52.5,1726600,47.193769
"368",51.599998,51.700001,50.740002,51.259998,2120700,46.079096
"369",51.060001,51.549999,50.369999,50.970001,2058000,45.818409
"370",50.369999,50.48,49.349998,49.439999,2354800,44.443046
"371",49.5,50.57,49.380001,49.610001,912300,44.595865
"372",51.990002,52.82,51.849998,52.82,2103300,47.481426
"373",53.060001,53.580002,52.549999,53.209999,1904200,47.832008
"374",55.669998,56.900002,55.52,56.759998,3191200,51.023205
"375",56.419998,56.849998,55.529999,56.580002,1648800,50.861401
"376",57.41,59.09,57.299999,57.5,1892900,51.688414
"377",58.84,59.32,57.439999,58.009998,2516200,52.146866
"378",58.009998,58.290001,57.330002,57.84,2085900,51.99405
"379",57.689999,59.549999,56.970001,59.349998,6554500,53.351431
"380",58.939999,59,56.810001,56.990002,3187900,51.229962
"381",56.639999,58.169998,56.279999,57.959999,2766000,52.101921
"382",56.610001,56.759998,55.439999,56.23,2037500,50.818576
"383",56.349998,56.77,54.470001,55.029999,2152100,49.73406
"384",54.869999,55.150002,53.880001,54.130001,2837700,48.920676
"385",54.830002,55,53.919998,54,1708800,48.803186
"386",54.490002,55.02,53.810001,54.279999,3122800,49.056238
"387",54.470001,54.73,53.57,53.68,2479500,48.513982
"388",54.900002,56.560001,54.779999,56.450001,1930700,51.017405
"389",56.5,57.099998,55.119999,56.560001,2067700,51.116819
"390",56.889999,57.419998,56.599998,56.830002,1665700,51.360836
"391",57,57.509998,56.439999,57.490002,1197300,51.957319
"392",57.459999,58.009998,57.009998,57.419998,843800,51.894052
"393",57.48,57.57,56.23,56.290001,1313400,50.872803
"394",56.610001,57.470001,56.41,57.360001,1029800,51.839829
"395",57.5,57.59,56.889999,56.950001,1115700,51.469286
"396",58.509998,59.07,57.52,57.59,1657400,52.047694
"397",57.23,57.709999,56.82,57.48,1192500,51.948279
"398",56.93,58.41,56.48,58.290001,1832800,52.680329
"399",58.41,59.18,57.970001,58.709999,1984000,53.059907
"400",58.869999,59.349998,58.150002,58.200001,2256000,52.59899
"401",59.279999,60.759998,59.09,60.41,2607400,54.596304
"402",59.029999,59.57,58.869999,59.330002,1884000,53.620243
"403",59.610001,59.68,58.869999,59.369999,1788100,53.65639
"404",58.810001,59.080002,58.150002,59,1499600,53.321999
"405",59.23,59.93,58.490002,58.68,1731800,53.032795
"406",58.66,59.880001,58.389999,59.740002,1918300,53.990785
"407",60.040001,60.52,58.880001,60.060001,2854600,54.279989
"408",60.150002,60.330002,59.720001,60.049999,2921400,54.270949
"409",60.029999,60.400002,59.59,60.18,1414000,54.388439
"410",59.77,60.700001,59.400002,60.540001,1258400,54.713795
"411",60.290001,61.150002,60.119999,60.98,1354800,55.111449
"412",61.48,62.139999,60.810001,61.040001,2152500,55.165676
"413",59.880001,60.84,59.380001,59.82,2712700,54.063084
"414",59.169998,59.34,57.830002,58.25,2128500,52.644177
"415",58.68,58.68,57.110001,57.84,2232800,52.273635
"416",56.98,58.889999,56.5,58.619999,2765000,52.978568
"417",58.93,59.09,57.700001,57.849998,1881700,52.282671
"418",58.349998,59.349998,58.299999,59.299999,2451500,53.593127
"419",58.790001,59.380001,58.52,58.759998,1316500,53.105095
"420",58.48,58.779999,57.610001,58.66,2094800,53.01472
"421",58.639999,59.009998,57.82,58.529999,3052400,52.89723
"422",58.5,59.599998,58.139999,59.549999,2938500,53.819068
"423",58.849998,59.299999,58.380001,59.139999,1864900,53.448525
"424",59.880001,60.25,59.610001,60.099998,1458400,54.316137
"425",59.689999,60.040001,59.330002,59.950001,1468500,54.180574
"426",60.330002,60.709999,59.689999,60.099998,2047800,54.316137
"427",60.200001,62.23,60.09,62.220001,2005900,56.232116
"428",62.5,62.950001,62.099998,62.91,1914500,56.855711
"429",63,63,61.5,61.700001,2066900,55.762159
"430",61.779999,62.029999,61.09,61.139999,1282300,55.256051
"431",61,61.599998,60.849998,61.490002,1490300,55.57237
"432",61.700001,61.91,60.93,61.029999,1118300,55.156636
"433",60.580002,61.450001,60.48,61.25,1330400,55.355465
"434",61.310001,61.830002,61,61.240002,1166200,55.346429
"435",61.610001,61.939999,61.080002,61.59,1550400,55.662745
"436",61.700001,62.43,61.700001,62.240002,1234000,56.250192
"437",62.150002,62.240002,61.419998,61.650002,1011200,55.716972
"438",61.389999,61.5,60.869999,61.18,1017900,55.292202
"439",60.540001,60.759998,60,60.18,1742900,54.388439
"440",60.619999,61.029999,60.32,60.98,1125000,55.111449
"441",61.779999,62.169998,61.240002,62.049999,1521600,56.078475
"442",62.41,63.43,62.009998,63.110001,1744600,57.036464
"443",63.009998,63.41,62.220001,62.389999,1426900,56.385754
"444",62.73,64,62.240002,63.959999,1672000,58.1214
"445",63.959999,64.209999,63.259998,63.759998,1102700,57.939656
"446",64.080002,65,63.700001,64.709999,1142700,58.802936
"447",64.870003,65.199997,64.639999,64.769997,2177100,58.857457
"448",64.610001,64.879997,64.18,64.720001,1172200,58.812025
"449",64.260002,64.639999,64,64.5,1222700,58.612107
"450",64.629997,65.110001,64.199997,64.489998,1260300,58.603018
"451",64.169998,64.230003,63.529999,63.939999,927800,58.103225
"452",64.230003,64.370003,63.400002,64.019997,813800,58.17592
