"","APH.Open","APH.High","APH.Low","APH.Close","APH.Volume","APH.Adjusted"
"341",42.900002,43.450001,42.48,43.23,3842600,21.004446
"342",43.880001,44.360001,43.529999,44.150002,2377200,21.451454
"343",43.759998,43.860001,42.5,42.790001,3316000,20.790661
"344",42.740002,44.299999,42.369999,44.099998,2504800,21.427158
"345",41.970001,42.509998,41.150002,41.900002,9267200,20.358231
"346",41.66,42.369999,41.02,42.189999,4107400,20.499134
"347",42.869999,45.700001,42.869999,45.619999,5495200,22.165691
"348",45.650002,47.02,45.549999,46.880001,3657200,22.777896
"349",46.380001,46.919998,45.93,46.119999,3027600,22.408629
"350",46.830002,47.77,45.889999,47.299999,3520800,22.981964
"351",48.970001,50.509998,48.669998,49.950001,4487200,24.269538
"352",49.959999,49.959999,48.779999,49.27,3744600,23.939141
"353",48.529999,48.880001,47.48,47.490002,3604200,23.074281
"354",45.73,47.57,45.73,46.549999,4173400,22.617556
"355",47.400002,47.939999,46.939999,47.360001,2193200,23.011117
"356",48.07,48.299999,46.990002,48.209999,2321800,23.424111
"357",47.610001,48.07,47.09,47.849998,1565000,23.249196
"358",46.700001,47.900002,46.509998,47.889999,3359000,23.268631
"359",48.09,48.360001,47.650002,47.849998,3579400,23.249196
"360",46.73,46.73,44.889999,45.439999,4629000,22.078233
"361",46.130001,46.349998,45.099998,45.369999,2497600,22.044222
"362",46.200001,47.380001,46.040001,46.849998,2273600,22.763319
"363",46.580002,47.099998,46.27,46.630001,1915200,22.656427
"364",46.41,47.970001,46.369999,47.419998,2228000,23.040268
"365",46.950001,47.709999,46.779999,47.080002,2358800,22.875072
"366",46.84,46.93,45.330002,45.669998,3155400,22.189984
"367",45.700001,45.830002,44.919998,44.990002,3221200,21.85959
"368",44.209999,44.43,43.169998,43.610001,3921400,21.18908
"369",43.540001,43.66,42.509998,43.209999,2972200,20.994728
"370",42.619999,42.669998,41.66,41.709999,2766000,20.265913
"371",41.59,42.240002,41.490002,41.580002,1447200,20.202751
"372",42.91,43.369999,42.549999,42.889999,2719000,20.839248
"373",42.830002,43.110001,42.48,42.740002,3046200,20.766368
"374",44.25,45.360001,43.970001,45.330002,4561000,22.024788
"375",45.279999,45.830002,45.009998,45.240002,3451200,21.981059
"376",46.080002,46.259998,44.959999,45.07,2533400,21.898459
"377",45.959999,46.389999,45.330002,45.830002,2534200,22.267726
"378",45.849998,45.93,45.27,45.5,1535600,22.107386
"379",45.189999,45.5,44.57,45.310001,1939200,22.01507
"380",45,45.360001,43.849998,43.939999,2008400,21.349418
"381",44.040001,45.09,43.720001,44.970001,2711800,21.849872
"382",44.380001,44.400002,43.259998,43.610001,2040000,21.196149
"383",43.939999,44.119999,42.290001,42.57,2867400,20.690668
"384",42.400002,42.669998,41.630001,41.799999,2658000,20.316418
"385",42.380001,42.509998,41.540001,41.66,3277600,20.248373
"386",42,42.490002,41.279999,41.619999,5079000,20.228931
"387",41.98,42.049999,40.990002,41.09,2299000,19.971331
"388",42,43.849998,42,43.669998,4040000,21.22531
"389",44.5,44.540001,43.459999,44.049999,3583200,21.410005
"390",44.279999,45.310001,44.099998,45.009998,2623400,21.876602
"391",45.130001,45.790001,44.959999,45.700001,1293400,22.21197
"392",45.610001,46.040001,45.240002,45.830002,1083400,22.275155
"393",45.950001,46.080002,45.060001,45.23,1274400,21.983531
"394",45.43,45.93,45.200001,45.84,1008400,22.280015
"395",45.720001,46.110001,45.380001,45.389999,1284000,22.061297
"396",46.540001,46.560001,45.700001,45.959999,2032800,22.338339
"397",45.75,46.200001,45.450001,45.82,1418400,22.270294
"398",45.5,46.330002,45,46.209999,2623200,22.459849
"399",46.130001,46.48,45.93,46.23,1696400,22.46957
"400",46.560001,47.389999,46.5,47.02,2060800,22.853541
"401",47.5,48.200001,47.5,47.98,1449400,23.320137
"402",47.860001,48.099998,47.619999,47.830002,1441600,23.247233
"403",48.02,48.349998,47.369999,48.209999,1591200,23.431926
"404",47.91,48.299999,47.599998,48.150002,1622600,23.402765
"405",48.849998,49.32,48.060001,48.27,1772800,23.461089
"406",54.139999,54.25,52.330002,53.560001,9257200,26.032234
"407",53.369999,55.490002,53.25,54.889999,3993600,26.678665
"408",54.509998,55.450001,54.509998,55.360001,3464800,26.907104
"409",55.41,55.5,54.68,55.080002,2168800,26.771013
"410",54.639999,55.220001,54.310001,54.75,2324400,26.61062
"411",54.25,54.84,53.82,54.700001,3091200,26.586318
"412",55.07,55.360001,54.34,54.709999,2532400,26.591178
"413",54.48,54.970001,54.060001,54.41,2926400,26.445366
"414",53.57,54.400002,53.389999,54.189999,2326400,26.338437
"415",54.580002,54.970001,54.060001,54.43,1638600,26.455087
"416",55.23,55.470001,54.720001,54.799999,3066000,26.634921
"417",54.810001,54.939999,54.240002,54.240002,2124200,26.362741
"418",54.990002,55.5,54.799999,55.07,2413200,26.766152
"419",54.610001,55.240002,54.610001,54.849998,1367200,26.659223
"420",54.48,54.990002,54.400002,54.869999,1605200,26.668944
"421",54.830002,55.299999,54.610001,54.66,1225000,26.566876
"422",54.759998,55.380001,54.66,55.299999,1308800,26.877941
"423",54.689999,54.91,54.439999,54.82,1394400,26.644642
"424",55.299999,55.299999,54.650002,55.150002,1067400,26.805036
"425",54.990002,55.150002,54.639999,55.060001,1334400,26.761292
"426",55.240002,55.240002,54.52,54.869999,1143400,26.668944
"427",54.799999,56.48,54.700001,56.349998,1938800,27.388281
"428",56.77,56.959999,55.68,56.310001,2211600,27.368841
"429",56.330002,56.700001,56.110001,56.41,1292200,27.417444
"430",56.07,56.73,56.07,56.169998,1071600,27.300794
"431",56.080002,56.18,55.310001,56.09,915600,27.261912
"432",56.360001,56.860001,56.18,56.299999,1053000,27.363979
"433",55.82,56.560001,55.380001,56.139999,928400,27.286213
"434",56.130001,56.599998,55.889999,56.509998,2245000,27.466047
"435",56.669998,56.830002,55.779999,55.959999,1403400,27.198726
"436",56.139999,56.77,55.91,56.450001,1051200,27.436886
"437",56.48,57,56.080002,56.23,1438800,27.329957
"438",55.98,56.029999,55.34,55.790001,1371200,27.1161
"439",55,55.240002,54.669998,55.09,1889000,26.775873
"440",55.200001,56.060001,55.02,56.009998,1412400,27.223028
"441",56.419998,56.619999,56.029999,56.349998,764000,27.388281
"442",56.380001,57.189999,56.310001,56.830002,832200,27.621581
"443",56.740002,56.830002,56.32,56.709999,675600,27.614277
"444",57.09,58.080002,57.09,58,974200,28.242428
"445",57.950001,58.209999,57.099998,57.32,1043200,27.91131
"446",57.380001,57.77,57.049999,57.73,676400,28.110955
"447",57.860001,57.970001,57.290001,57.73,1534800,28.110955
"448",57.610001,57.869999,57.169998,57.599998,967800,28.047652
"449",57.240002,57.5,56.34,56.619999,1426200,27.570453
"450",56.639999,57.169998,56.360001,56.869999,852400,27.692187
"451",56.459999,56.849998,56,56.849998,711000,27.682448
"452",56.939999,56.950001,56.400002,56.799999,864600,27.658102
"453",57.200001,58.099998,57.139999,57.93,1591600,28.208343
"454",58.07,59.830002,57.91,59.060001,3452000,28.758584
