"","APH.Open","APH.High","APH.Low","APH.Close","APH.Volume","APH.Adjusted"
"1",39.799999,40.650002,39.790001,40.650002,1834400,19.71375
"2",40,41.02,40,41.009998,2015000,19.888335
"3",41.400002,41.830002,41,41.060001,2374000,19.919871
"4",41.490002,43.02,41.349998,43,3058800,20.861043
"5",42.66,42.970001,42.43,42.66,1323200,20.696095
"6",42.919998,42.990002,42.119999,42.669998,1155400,20.700946
"7",42.75,43.049999,42.360001,42.639999,1611000,20.686392
"8",43.240002,43.580002,42.25,42.57,1748600,20.652432
"9",42.59,42.919998,41.790001,41.860001,1582600,20.307983
"10",41.93,42.139999,41,41.73,1619400,20.244914
"11",41.419998,41.880001,40.849998,40.939999,1683800,19.861653
"12",41.25,41.650002,40.34,41.41,2508200,20.089669
"13",41.41,41.830002,41.169998,41.48,1539800,20.123629
"14",40.720001,40.91,39.700001,40.040001,1952800,19.425027
"15",39.91,40.400002,39.080002,39.279999,2142000,19.05632
"16",39.09,39.91,38.360001,39.529999,3253200,19.177605
"17",39.700001,40,38.66,38.959999,3047600,18.901075
"18",39.810001,39.810001,38.439999,38.880001,3017200,18.862264
"19",39.060001,40.369999,38.82,40.279999,2875600,19.54146
"20",40.830002,41.25,40.040001,40.740002,2872200,19.764626
"21",40.740002,40.860001,40.360001,40.639999,1216400,19.716111
"22",40.360001,40.790001,40.02,40.549999,1175000,19.672448
"23",41.009998,42.150002,40.880001,41.98,1827000,20.366199
"24",42.080002,42.75,41.919998,42.34,2274800,20.54085
"25",42.290001,42.709999,41.869999,42.599998,1421400,20.666986
"26",42.310001,42.310001,40.970001,41.150002,2148600,19.963534
"27",41.32,41.73,40.889999,41.599998,1872000,20.181845
"28",40.849998,42.5,40.75,42.459999,2362000,20.599067
"29",44.110001,44.580002,42.330002,42.5,5135800,20.618473
"30",43.099998,43.950001,42.970001,43.91,2877400,21.302521
"31",43.880001,45.279999,43.880001,45.099998,3439400,21.879837
"32",45.060001,45.880001,44.66,45.84,2748800,22.238842
"33",46.150002,46.32,45,45.049999,2299400,21.855581
"34",44.900002,45.259998,44.610001,44.880001,1866600,21.773108
"35",45.119999,45.299999,44.23,44.779999,2312200,21.724592
"36",44.23,45.049999,43.700001,44.799999,2392200,21.734295
"37",45.57,46,45.290001,45.709999,2352800,22.175773
"38",45.610001,45.830002,44.950001,45.23,2742600,21.942906
"39",45.34,45.900002,45.189999,45.650002,2412400,22.146666
"40",45.169998,45.470001,44.91,45.240002,2453000,21.947758
"41",44.650002,45.279999,44.349998,45,1682800,21.831324
"42",45.18,45.73,45.029999,45.709999,1900400,22.175773
"43",45.029999,45.290001,44.48,44.990002,1630600,21.826473
"44",44.220001,44.220001,42.580002,42.630001,2738400,20.681541
"45",41.68,41.98,41.48,41.639999,3265200,20.201251
"46",41.580002,41.59,40.810001,40.830002,2863400,19.808289
"47",40.529999,41.389999,40.330002,41.299999,2103400,20.036304
"48",41.639999,42.75,41.509998,42.330002,2882200,20.536
"49",42.23,42.68,41.810001,42.34,2085800,20.54085
"50",42.09,42.32,41.360001,41.48,2593000,20.123629
"51",41.220001,41.720001,40.810001,41.66,2277600,20.210954
"52",41.59,41.919998,40.75,40.759998,1809800,19.774327
"53",40.119999,40.66,39.610001,40.369999,2547000,19.585123
"54",39.970001,40.68,39.720001,40.549999,1978000,19.672448
"55",40.77,41.389999,40.669998,41.040001,4062400,19.910168
"56",41.369999,41.970001,40.459999,41.93,2783400,20.341943
"57",41.700001,42.16,41.200001,41.23,2834600,20.002344
"58",41.07,41.470001,40.439999,40.720001,3624400,19.754923
"59",41.400002,43.959999,41.400002,43.900002,4234200,21.29767
"60",43.810001,44.68,43.73,44.66,2985600,21.666376
"61",45.150002,45.93,45.150002,45.810001,3896800,22.224288
"62",45.799999,46.880001,45.669998,46.220001,4324000,22.423196
"63",46.59,47.23,46.040001,46.889999,3115000,22.748239
"64",47.5,47.5,45.869999,46.259998,3089200,22.4426
"65",46.130001,46.360001,45.799999,45.889999,3031400,22.263099
"66",46.360001,47.470001,46.23,47.400002,1961000,23.00318
"67",47.290001,47.709999,46.779999,47.43,1682000,23.017738
"68",47.380001,47.48,46.900002,47.34,1755800,22.974061
"69",47.16,47.41,46.799999,46.889999,1618000,22.755676
"70",47.299999,47.599998,46.880001,47.349998,2359600,22.978914
"71",47.470001,48.349998,47.259998,48.259998,1383400,23.420536
"72",48.259998,48.360001,47.419998,47.73,1796000,23.163328
"73",47.560001,48,46.66,46.740002,1895000,22.682883
"74",46.299999,47.52,46.040001,46.84,1914000,22.731412
"75",47.470001,48.720001,47.34,48.720001,1627400,23.643775
"76",48.540001,48.900002,48,48.459999,1764200,23.517596
"77",48.549999,49.02,47.529999,48.919998,1611400,23.740833
"78",48.639999,49.330002,48.360001,49.18,2096400,23.867012
"79",49.540001,49.98,48.869999,48.98,2628200,23.769952
"80",49.5,49.66,48.630001,49.060001,1556400,23.808776
"81",48.830002,48.950001,47.84,48.25,1447000,23.415684
"82",48.950001,50.310001,48.919998,50.150002,2237800,24.337753
"83",50.080002,50.310001,49.099998,49.439999,2097800,23.993189
"84",49.66,49.669998,48.900002,49.419998,1910400,23.983483
"85",49.509998,49.560001,49.029999,49.25,2094800,23.900983
"86",49.209999,49.490002,49.02,49.32,1579400,23.934953
"87",49.240002,49.560001,48.599998,49.279999,1279000,23.915541
"88",49.560001,50.23,49.09,49.869999,2722600,24.201868
"89",49.790001,49.880001,49.02,49.439999,2096800,23.993189
"90",49.98,50.150002,49.369999,50.150002,2270200,24.337753
"91",50.150002,50.439999,49.75,49.889999,2520000,24.211574
"92",49.029999,49.549999,48.310001,48.77,4026200,23.668039
"93",48.380001,48.77,47.369999,48.669998,5308200,23.619508
"94",49,49.419998,48.259998,49.400002,3313400,23.973778
"95",49.290001,49.48,48.82,49.119999,2290800,23.837893
"96",49.540001,50.380001,49.43,50.040001,1630000,24.284369
"97",49.68,50.09,49.240002,49.880001,2716200,24.206722
"98",49.369999,49.779999,48.849998,49.470001,2114400,24.007749
"99",49.720001,49.84,48.959999,49.389999,973600,23.968924
"100",49.18,50.200001,48.869999,50.130001,1998200,24.328046
"101",50.279999,50.549999,49.650002,49.98,1376400,24.255251
"102",50.599998,51.48,50.360001,51.119999,2265000,24.808492
"103",51.040001,51.5,50.759998,51.5,1552200,24.992906
"104",52.200001,53.040001,51.84,52.950001,3259800,25.69659
"105",52.869999,53.009998,52.549999,52.880001,1460600,25.662619
"106",52.139999,52.650002,52.119999,52.48,1137200,25.468499
"107",52.68,52.689999,51.810001,52.169998,1165600,25.318055
"108",52.150002,52.52,51.650002,52.52,1470400,25.487911
"109",51.360001,51.650002,50.720001,51.25,2472400,24.871581
"110",50.75,51.369999,50.200001,50.57,1154800,24.541577
"111",50.799999,50.970001,50.299999,50.34,1383000,24.429959
"112",49.82,49.98,48.529999,48.970001,2797400,23.765099
"113",49,49.34,48.68,49.07,1966600,23.813629
"114",49.75,50.93,49.669998,50.439999,1397200,24.478488
"115",50.349998,51.25,50.169998,51.240002,2022800,24.866729
"116",51.009998,51.220001,50.41,51.07,1491600,24.784227
"117",50.279999,50.52,49.529999,49.669998,1766400,24.104807
"118",50.029999,51.119999,49.849998,51.07,1451000,24.784227
"119",50.560001,51.049999,50.43,50.639999,439000,24.575548
"120",50.060001,50.740002,49.689999,50.610001,1040200,24.56099
"121",49.939999,50.380001,49.580002,50.029999,1251400,24.279515
"122",50.959999,51.860001,50.740002,51.709999,2016600,25.094818
"123",51.73,52.84,51.540001,52.82,1543400,25.6335
"124",52.560001,53.110001,52.389999,52.93,1302800,25.686884
"125",52.860001,53.220001,52.610001,53.049999,1160000,25.745119
"126",53.639999,53.860001,52.790001,52.959999,2623800,25.701442
"127",52.970001,53.119999,52.259998,52.580002,1324600,25.51703
"128",53.110001,53.299999,52.849998,53.18,975200,25.808208
"129",53.43,53.599998,53.16,53.299999,1232200,25.866444
"130",53.740002,54.07,53.25,53.299999,1265200,25.873725
"131",53.299999,53.509998,53,53.200001,892200,25.825182
"132",53.02,53.23,52.509998,52.759998,895200,25.61159
"133",52.950001,53.23,52.57,53.16,1475600,25.805765
"134",53.330002,53.459999,52.630001,53.150002,1706000,25.800911
"135",53.360001,53.529999,52.290001,52.689999,1738600,25.577609
"136",53.029999,53.189999,52.59,52.759998,1023600,25.61159
"137",52.759998,53.029999,52.689999,53,1026000,25.728095
"138",53,53,52.43,52.52,973200,25.495086
"139",52.259998,53.099998,51.98,52.91,751800,25.684406
"140",53.16,53.25,52.48,52.91,722600,25.684406
"141",52.970001,53.290001,52.84,53.049999,737000,25.752366
"142",53,53.169998,52.790001,52.900002,603800,25.679552
"143",52.75,52.970001,52.509998,52.779999,976400,25.621299
"144",53.240002,53.880001,53.209999,53.41,1224800,25.927124
"145",53.419998,53.599998,52.25,52.349998,1766200,25.412561
"146",52.23,52.400002,51.689999,51.93,2447400,25.208679
"147",51.639999,52.360001,51.459999,51.68,1791200,25.08732
"148",51.73,52.139999,51.66,51.84,1543200,25.16499
"149",51.66,52.060001,51.299999,51.91,2038600,25.19897
"150",52.049999,52.439999,51.880001,52.389999,1414600,25.431979
"151",52.799999,52.919998,52.529999,52.82,1412800,25.640716
"152",52.790001,52.959999,52.389999,52.599998,2091000,25.53392
"153",52.549999,52.77,51.919998,52.259998,4374000,25.368872
"154",52.330002,53.689999,52.330002,52.889999,2841400,25.674697
"155",52.68,53.009998,50.540001,52.889999,5082800,25.674697
"156",53.139999,53.470001,52.09,52.400002,3613400,25.436834
"157",52.880001,53.560001,52.669998,53.290001,4855200,25.868872
"158",53.34,54.959999,53,54.73,4030000,26.567899
"159",54.639999,55.09,54.09,55.09,3598400,26.742656
"160",55.150002,55.5,54.450001,55.330002,3344600,26.859161
"161",55.700001,56.830002,55.689999,56.77,3727200,27.558188
"162",56.709999,56.740002,54.84,55.02,2991000,26.708675
"163",55.32,55.549999,54.799999,55.34,2869000,26.864015
"164",55.669998,57.119999,55.599998,56.889999,3279400,27.61644
"165",56.560001,57.48,56.279999,57.150002,2214600,27.742654
"166",56.900002,57.119999,56.5,56.77,1869200,27.558188
"167",56.52,57.57,56.52,57.52,1504800,27.922265
"168",57.830002,58.810001,57.5,57.580002,2177800,27.951392
"169",57.650002,57.73,56.900002,57.02,5384600,27.679547
"170",56.84,57.630001,56.759998,57.400002,1213800,27.864013
"171",56.970001,58.279999,56.950001,58.009998,1578400,28.160127
"172",57.599998,58.610001,57.470001,58.52,1049400,28.407701
"173",58.540001,58.540001,57.759998,58.119999,1472400,28.213526
"174",57.860001,57.98,57.18,57.509998,1759200,27.917409
"175",57.790001,57.91,57.18,57.470001,2442000,27.897993
"176",57.349998,57.549999,57.009998,57.459999,2000600,27.893138
"177",58.049999,58.119999,57.150002,57.389999,2366600,27.859158
"178",56.669998,57.02,56.049999,56.57,3291200,27.4611
"179",56.619999,56.830002,55.959999,56.439999,3202400,27.397993
"180",56.380001,57.119999,56.200001,56.709999,3245200,27.529061
"181",57.049999,57.439999,56.66,56.849998,2319600,27.597022
"182",57.16,57.57,56.849998,57.48,1622600,27.902847
"183",57.41,57.799999,56.049999,56.27,2521800,27.31547
"184",56.34,57.389999,56.299999,56.970001,1637200,27.655276
"185",57.459999,58.709999,57.400002,58.599998,3066400,28.446534
"186",58.43,58.91,57.82,58.470001,1369600,28.383429
"187",58.639999,59.110001,57.119999,57.82,3423600,28.067895
"188",57.790001,58.400002,57.23,58.07,1562800,28.189254
"189",57.790001,57.790001,56.759998,57.73,1983400,28.024206
"190",56.889999,57.09,56.110001,56.439999,2130000,27.397993
"191",55.91,56.5,55.09,56.279999,2601400,27.320324
"192",56.009998,56.470001,55.630001,56.32,1612200,27.347031
"193",54.529999,56.220001,54.279999,55.759998,2180600,27.075114
"194",55.549999,55.919998,54.119999,54.490002,2904200,26.458448
"195",55.41,55.549999,54.380001,54.810001,2779400,26.613828
"196",55.639999,55.709999,54.82,55.16,2077600,26.783776
"197",55.950001,56.389999,55.82,56.169998,1606200,27.274196
"198",56.080002,56.119999,54.759998,55.07,2686000,26.740075
"199",54.790001,54.970001,54.259998,54.57,2143800,26.497292
"200",54.869999,54.91,53.43,54.259998,5135800,26.346766
"201",54.419998,54.700001,54.07,54.389999,2704800,26.40989
"202",54.07,54.689999,53.93,53.970001,1746600,26.205954
"203",53.799999,54.869999,53.610001,54.869999,2241000,26.642961
"204",54.959999,55.5,54.759998,55.259998,4312800,26.832331
"205",55.130001,55.299999,54.389999,54.389999,3492000,26.40989
"206",54.580002,54.580002,52.060001,52.41,8952400,25.448471
"207",52.450001,52.610001,51.810001,52.290001,4983000,25.390204
"208",52.27,52.509998,52,52.220001,3424000,25.356215
"209",52.5,52.810001,52.290001,52.57,1622200,25.526162
"210",52.43,52.84,51.98,52.549999,3377200,25.51645
"211",52.709999,52.82,52.25,52.599998,2804400,25.540728
"212",52.509998,52.740002,51.93,52.209999,1678200,25.351358
"213",51.93,52.130001,51.25,52.07,2432600,25.283379
"214",52.299999,52.950001,52.299999,52.73,2420600,25.603852
"215",52.299999,52.459999,51.759998,52.450001,2105400,25.467894
"216",52.490002,53.279999,52.259998,53.029999,2359200,25.749521
"217",52.369999,52.380001,51.540001,51.779999,2402000,25.142565
"218",51.810001,51.880001,51.27,51.580002,2800600,25.045453
"219",54.34,56.349998,54.259998,54.919998,5893000,26.667239
"220",55.419998,55.419998,54.200001,54.799999,2360200,26.608972
"221",53.209999,54.93,53.209999,54.73,2224600,26.574982
"222",55,56.209999,54.990002,55.599998,2200000,26.997424
"223",55.66,56.23,55.41,56.080002,1785600,27.230496
"224",55.959999,56.07,55.650002,56.009998,1197000,27.196505
"225",56.040001,56.07,55.470001,55.91,1238000,27.147949
"226",56.119999,56.290001,55.860001,56.009998,1455000,27.196505
"227",55.939999,56.200001,55.150002,55.52,1553800,26.958579
"228",55.439999,55.439999,54.380001,54.880001,1580600,26.647818
"229",54.57,55.869999,54.57,55.119999,2229400,26.764353
"230",55.75,56.32,55.290001,55.639999,2275400,27.016847
"231",55.580002,56.110001,55.330002,55.889999,1144400,27.138238
"232",56,56.98,55.73,56.970001,1520600,27.662649
"233",56.830002,57.34,55.209999,55.549999,2422600,26.973146
"234",55.310001,55.599998,54.77,55.23,3400000,26.817765
"235",55.259998,55.470001,54.689999,55.040001,1642200,26.725508
"236",54.830002,55.52,54.700001,55.049999,1791600,26.730363
"237",54.810001,54.880001,53.849998,54.599998,1837600,26.511858
"238",54.619999,55.32,54.5,55.220001,1602400,26.81291
"239",55.41,55.52,54.66,54.900002,1416200,26.657529
"240",54.869999,54.919998,54.369999,54.650002,1425800,26.536138
"241",53.950001,53.950001,53.169998,53.610001,1256400,26.03115
"242",53.720001,54,52.73,52.740002,1396600,25.608709
"243",52.66,53.400002,52.360001,53.119999,3749800,25.793222
"244",52.91,53.610001,52.68,53.48,1287600,25.968026
"245",53.639999,54.080002,53.540001,53.889999,973800,26.167108
"246",54.259998,54.369999,53.48,54.060001,1742600,26.249655
"247",54.209999,54.48,53.110001,53.16,2903000,25.812645
"248",53.23,53.439999,52.939999,53.189999,1895800,25.827212
"249",52.459999,52.759998,52.330002,52.509998,1779800,25.497027
"250",52.450001,52.73,52.040001,52.119999,3163000,25.307657
"251",52.360001,52.52,51.709999,52,3433400,25.24939
"252",51.759998,51.93,50.77,50.950001,3235600,24.739547
"253",51.23,51.849998,50.689999,51.369999,2650000,24.943483
"254",51.16,51.700001,50.900002,51.360001,3477400,24.938628
"255",51.349998,51.759998,50.549999,50.669998,1643600,24.610775
"256",51.209999,51.619999,51.110001,51.299999,2679600,24.916771
"257",50.810001,51.18,50.59,50.720001,2217400,24.635062
"258",50.720001,50.93,49.41,50.009998,2191200,24.290208
"259",50.439999,50.650002,49.950001,50.16,1876400,24.363065
"260",49.93,50.299999,49.75,50.130001,1318600,24.348495
"261",50.43,51.259998,50.099998,50.869999,1918400,24.707917
"262",50.779999,51.279999,50.619999,51.200001,2404000,24.868201
"263",50.549999,51.560001,50.220001,51.509998,2059600,25.018769
"264",51.349998,51.349998,50.59,50.830002,2685600,24.68849
"265",50.790001,51.240002,50.349998,50.959999,2007600,24.751631
"266",51.110001,51.700001,51.07,51.68,1539600,25.10134
"267",51.959999,52.52,51.700001,52.189999,1933200,25.34905
"268",52.369999,54.080002,52.150002,53.990002,3528400,26.223324
"269",53.82,54.900002,53.509998,54.860001,2774000,26.645889
"270",54.82,54.84,54.029999,54.43,1478800,26.437035
"271",54.369999,54.450001,53.82,54.330002,1830600,26.388465
"272",54.91,55.759998,54.669998,55.549999,2155200,26.981026
"273",54.880001,54.91,53.810001,54.200001,2478200,26.325322
"274",53.470001,53.709999,52.560001,52.68,1531400,25.587047
"275",52.439999,52.529999,51.080002,51.130001,3096600,24.834202
"276",51.389999,52.16,51.119999,51.32,1679800,24.926485
"277",51.419998,51.849998,50.119999,50.389999,2190200,24.474778
"278",50.580002,50.799999,50.25,50.77,2307600,24.659347
"279",50.5,50.650002,49.889999,50.150002,2971400,24.358209
"280",50.639999,51.799999,50.549999,51.68,2461600,25.10134
"281",52,53.099998,50.07,50.150002,3585800,24.358209
"282",50.34,51.040001,50.200001,50.560001,3906600,24.557349
"283",50.599998,51.049999,50.43,51.029999,1720200,24.78563
"284",50.400002,51.080002,50.389999,50.810001,1839000,24.678776
"285",50.860001,50.970001,50.57,50.860001,2857200,24.703061
"286",50.470001,50.470001,49.07,49.18,3714600,23.887073
"287",49.169998,49.720001,48.450001,49.080002,2120600,23.838503
"288",48.610001,49.560001,48.450001,48.889999,2481200,23.746217
"289",49.330002,49.439999,47.720001,48.380001,2549400,23.498507
"290",47.959999,48.279999,46.48,46.509998,4190800,22.590234
"291",46.459999,47.150002,45.310001,47.009998,4790800,22.833087
"292",46.369999,46.43,43.5,43.560001,5871600,21.1574
"293",44.299999,44.98,42.439999,43.380001,8904200,21.069972
"294",42.32,43.029999,41.099998,41.169998,6309400,19.996558
"295",41.91,44.169998,41.259998,44.09,9580200,21.414824
"296",43.23,43.75,42.169998,42.59,6183000,20.686263
"297",42.82,46.650002,42.75,46.07,6357800,22.376523
"298",46.290001,47.009998,45.66,46.5,3558400,22.585378
"299",46.869999,47.25,46.139999,47.220001,2313600,22.935087
"300",46.599998,47.369999,46.18,46.57,3223200,22.619377
"301",46.720001,46.970001,45.459999,45.810001,1727200,22.25024
"302",44.189999,44.209999,42.130001,42.450001,5396400,20.618264
"303",42.040001,43.66,42.02,42.130001,4740400,20.462838
"304",43.189999,43.450001,42.209999,42.349998,3802800,20.569693
"305",42.580002,44.150002,42.209999,44.150002,2508000,21.443967
"306",43.939999,44.209999,43.110001,44.130001,1966200,21.434252
"307",44.169998,44.549999,43.080002,43.27,2589800,21.016544
"308",42.700001,44.700001,41.91,44.490002,2711200,21.609107
"309",45.09,46.200001,45.009998,46.130001,1983600,22.405666
"310",45.880001,47.029999,45.740002,46.389999,3704600,22.53195
"311",46.740002,47.790001,46.59,46.98,2725400,22.818517
"312",46.849998,47.360001,45.810001,45.830002,2718800,22.259955
"313",44.5,44.860001,42.599998,42.91,4646000,20.841689
"314",41.57,43.419998,41.209999,43.349998,3669800,21.0554
"315",44.240002,45.23,44.09,45.080002,2584600,21.895674
"316",44.68,45.509998,44.200001,44.32,2242000,21.526536
"317",43.73,44.299999,42.630001,42.98,2784400,20.875689
"318",42.389999,43.439999,42.27,43.389999,3493800,21.082186
"319",43.43,43.990002,43.200001,43.66,2435600,21.213373
"320",43.900002,45.400002,43.150002,44.849998,2490800,21.791566
"321",45.470001,45.599998,44.650002,45.119999,1992400,21.922753
"322",45.43,45.52,44.099998,44.450001,5314800,21.597216
"323",43.549999,43.669998,42.889999,43.400002,2359200,21.087046
"324",43.529999,44.18,42.82,42.869999,2648200,20.82953
"325",42.759998,43.720001,42.470001,42.509998,4899400,20.654614
"326",41.09,42.470001,40.02,42.029999,6010200,20.421394
"327",41.73,42.25,41.189999,41.73,3915400,20.275631
"328",42.049999,42.860001,40.889999,42.82,2486000,20.805237
"329",43.82,44.610001,43.459999,43.75,2897400,21.257102
"330",43.779999,44.02,42.470001,42.5,1836000,20.649756
"331",43.43,43.73,42.080002,43.200001,2681800,20.98987
"332",42.389999,42.470001,40.73,40.77,3422800,19.80919
"333",40.380001,40.84,39.41,39.799999,4676000,19.337889
"334",38.98,41.060001,38.98,41.040001,4400000,19.940377
"335",41.16,42.02,40.57,41.790001,2893400,20.304784
"336",41.790001,42.669998,41.560001,42.57,2642000,20.683768
"337",42.849998,42.959999,41.73,42.389999,4127800,20.59631
"338",43.25,44.080002,43.240002,44,2634400,21.378571
"339",43.650002,43.900002,42.529999,42.84,3313800,20.814954
"340",43.32,43.91,43.040001,43.259998,3528000,21.019022
